date,cash_d,stock_d,etf_d,eq_d
2022-06-09,1138680.2121587899,-651570.0,-256470.80000000002,230639.4121587898
2022-06-10,1138680.2121587899,-670884.0,-251912.19999999998,215884.0121587899
2022-06-13,1138680.2121587899,-658970.0,-241407.6,238302.61215878977
2022-06-14,1138680.2121587899,-665186.0,-238831.0,234663.21215878986
2022-06-15,443100.90178474993,0.0,-236254.4,206846.50178475003
2022-06-16,443100.90178474993,0.0,-235461.59999999998,207639.30178474984
2022-06-17,443100.90178474993,0.0,-231695.80000000002,211405.1017847499
2022-06-20,443100.90178474993,0.0,-231299.4,211801.50178475003
2022-06-21,443100.90178474993,0.0,-234074.2,209026.70178474998
2022-06-22,443100.90178474993,0.0,-234272.4,208828.50178475003
2022-06-23,443100.90178474993,0.0,-235858.0,207242.90178474993
2022-06-24,642744.18754667,-207514.0,-239623.80000000002,195606.38754666992
2022-06-27,642744.18754667,-207080.0,-244777.00000000003,190887.18754666997
2022-06-28,642744.18754667,-212288.0,-245173.40000000002,185282.78754666983
2022-06-29,642744.18754667,-206646.0,-239425.6,196672.58754666988
2022-06-30,642744.18754667,-208320.0,-236849.0,197575.18754666997
2022-07-01,642744.18754667,-207762.0,-236056.2,198925.98754667002
2022-07-04,642744.18754667,-204909.99999999997,-239029.19999999998,198804.98754667002
2022-07-05,642744.18754667,-200632.0,-241011.19999999998,201100.98754667002
2022-07-06,642744.18754667,-201004.0,-239822.0,201918.18754666997
2022-07-07,642744.18754667,-200818.0,-242002.2,199923.98754667002
2022-07-08,642744.18754667,-205034.0,-243786.0,193924.18754666997
2022-07-11,642744.18754667,-200818.0,-242398.6,199527.58754666988
2022-07-12,642744.18754667,-201375.99999999997,-241209.40000000002,200158.78754666983
2022-07-13,828377.8397506699,-383832.0,-241209.40000000002,203336.43975066976
2022-07-14,642798.25560071,-195920.0,-238632.8,208245.4556007099
2022-07-15,642798.2556007102,-196726.0,-239623.80000000002,206448.45560071012
2022-07-18,642798.2556007103,-195052.0,-245173.40000000002,202572.8556007105
2022-07-19,642798.2556007103,-198214.0,-242200.4,202383.8556007105
2022-07-20,642798.2556007103,-199268.0,-249533.8,193996.45560071035
2022-07-21,642798.2556007103,-201376.0,-250128.4,191293.8556007105
2022-07-22,642798.2556007103,-195300.0,-251912.19999999998,195586.05560071045
2022-07-25,642798.2556007103,-191580.0,-249732.0,201486.2556007104
2022-07-26,642798.2556007103,-192324.0,-249533.8,200940.45560071035
2022-07-27,642798.2556007103,-190526.0,-250326.59999999998,201945.6556007103
2022-07-28,449835.3782935104,-7756.0,-253101.4,188977.97829351062
2022-07-29,449835.3782935104,-10360.0,-258452.80000000002,181022.57829351048
2022-08-01,50176.368514790316,383883.0,-259642.0,174417.3685147902
2022-08-02,50176.368514790316,377282.0,-258849.2,168609.16851479025
2022-08-03,250083.98698535038,182424.0,-258849.2,173658.7869853503
2022-08-04,250083.98698535038,191414.0,-261425.8,180072.1869853502
2022-08-05,250083.98698535038,187802.0,-262416.8,175469.1869853502
2022-08-08,250083.98698535038,182112.0,-263209.60000000003,168986.38698535017
2022-08-09,250083.98698535038,181241.0,-261822.19999999998,169502.7869853503
2022-08-10,623968.0518396504,173307.0,-633653.7999999999,163621.25183965033
2022-08-11,636869.1350396504,171385.0,-660532.4,147721.73503965046
2022-08-12,636869.1350396504,172704.0,-660532.4,149040.73503965046
2022-08-15,636869.1350396504,171973.0,-669884.2,138957.93503965042
2022-08-16,636869.1350396504,157934.0,-675790.6,119012.53503965028
2022-08-17,636808.0856618204,376954.0,-896535.0000000001,117227.08566182014
2022-08-18,636808.0856618204,372239.0,-890662.5,118384.58566182037
2022-08-19,636808.0856618204,370681.0,-891967.5,115521.58566182037
2022-08-22,636848.7523921505,157786.0,-686512.2,108122.55239215051
2022-08-23,436875.7728581904,365105.0,-695535.0,106445.77285819035
2022-08-24,636842.9742171104,167656.0,-697404.0,107094.97421711031
2022-08-25,443021.0156068304,363133.0,-705762.4,100391.61560683046
2022-08-26,444191.1361101704,173165.0,-510064.80000000005,107291.33611017046
2022-08-29,444191.1361101704,173926.0,-493538.4,124578.73611017037
2022-08-30,444191.1361101704,172180.0,-495040.80000000005,121330.33611017046
2022-08-31,615490.5357565454,185295.0,-661243.5,139542.03575654537
2022-09-01,815750.9260314853,-23235.0,-659076.2000000001,133439.72603148525
2022-09-02,200009.15711921538,163782.0,-240740.5,123050.65711921547
2022-09-05,11436.504252150391,-60611.0,147044.89999999997,97870.40425215033
2022-09-06,0.8019760204806516,112471.0,-36406.20000000001,76065.6019760205
2022-09-07,0.8019760204806516,133097.0,-36124.20000000001,96973.6019760205
2022-09-08,0.8019760204806516,122749.0,-36772.79999999999,85977.0019760204
2022-09-09,0.8019760204806516,111601.0,-36998.40000000002,74603.40197602031
2022-09-13,0.8019760204806516,60239.0,-37929.0,22310.801976020448
2022-09-14,0.8019760204806516,35442.0,-36378.0,-935.1980239795521
2022-09-15,27.526467020466043,250356.0,-230314.4,20069.12646702025
2022-09-16,27.526467020466043,222199.0,-226568.0,-4341.473532979609
2022-09-19,27.526467020466043,226083.0,-226032.8,77.72646702034399
2022-09-20,27.526467020466043,226709.0,-229065.6,-2329.0735329794697
2022-09-21,27.526467020466043,219410.0,-226032.8,-6595.273532979656
2022-09-22,27.526467020466043,200511.0,-222108.0,-21569.47353297961
2022-09-23,27.526467020466043,200423.0,-220859.2,-20408.673532979563
2022-09-26,27.526467020466043,184486.0,-216934.4,-32420.87353297975
2022-09-27,27.526467020466043,199914.0,-219610.40000000005,-19668.87353297975
2022-09-28,40.20326702046623,214276.0,-216691.19999999998,-2374.9967329795472
2022-09-29,40.20326702046623,240905.0,-220611.60000000003,20333.603267020546
2022-09-30,40.20326702046623,239320.0,-216513.00000000003,22847.203267020406
2022-10-10,-21825.772719609537,62484.0,-41882.9,-1224.6727196096908
2022-10-11,4253.188231355438,-29696.0,18316.0,-7126.811768644489
2022-10-12,-199946.4517738446,389125.0,-207252.0,-18073.45177384466
2022-10-13,-3.0646703846214223,270533.0,-233188.0,37341.93532961537
2022-10-14,889645.9004449953,-564602.0,-240560.0,84483.90044499515
2022-10-17,889645.9004449953,-552097.9999999999,-235903.99999999997,101643.90044499538
2022-10-18,722624.013520995,-387999.0,-243664.0,90961.01352099515
2022-10-19,898240.2749313948,-552283.0,-243081.99999999997,102875.27493139496
2022-10-20,898240.2749313951,-540703.0,-240948.0,116589.27493139496
2022-10-21,1062691.240209995,-346396.0,-601585.6,114709.64020999498
2022-10-24,1062691.240209995,-329063.0,-617211.2,116417.04020999512
2022-10-25,678846.5318136802,-144636.0,-441784.00000000006,92426.5318136802
2022-10-26,534063.7899947801,-170456.0,-296808.8,66798.98999478016
2022-10-27,399942.71450638014,-171282.0,-165624.8,63035.91450638021
2022-10-28,-7.780978064862211,-182078.0,218917.49999999997,36831.71902193525
2022-10-31,-7.780978064862211,-168175.0,226644.0,58461.21902193525
2022-11-01,-1167.3599089348518,7596.0,27957.5,34386.14009106532
2022-11-02,-1105.2659515249252,452639.0,-404272.7,47261.03404847509
2022-11-03,-1105.2659515249252,440752.0,-396575.2,43071.53404847509
2022-11-04,-1105.2659515249252,457368.0,-392572.49999999994,63690.234048475046
2022-11-07,-1105.2659515249252,457800.0,-395343.6,61351.13404847495
2022-11-08,-1105.2659515249252,452179.0,-399346.3,51727.434048475
2022-11-09,-1105.2659515249252,451133.0,-400885.8,49141.934048475
2022-11-10,-1105.2659515249252,460455.0,-395035.7,64314.03404847509
2022-11-11,-1105.2659515249252,471160.0,-412278.1,57776.63404847495
2022-11-14,-618.4887351949583,256330.0,-210780.80000000002,44930.71126480517
2022-11-15,-618.4887351949583,258976.0,-211099.2,47258.31126480526
2022-11-16,-618.4887351949583,257970.0,-212691.2,44660.31126480526
2022-11-17,-618.4887351949583,259615.0,-212532.0,46464.511264805216
2022-11-18,-618.4887351949583,264002.0,-211099.2,52284.31126480526
2022-11-21,-618.4887351949583,259516.0,-212691.2,46206.31126480526
2022-11-22,-618.4887351949583,259470.0,-212213.6,46637.911264805356
2022-11-23,-618.4887351949583,255631.0,-215079.19999999998,39933.31126480526
2022-11-24,-618.4887351949583,260180.0,-216671.19999999998,42890.31126480526
2022-11-25,-618.4887351949583,264388.0,-217626.4,46143.11126480508
2022-11-28,-618.4887351949583,266849.00000000023,-216671.19999999998,49559.311264805496
2022-11-29,-159453.9086208949,427181.0,-214283.2,53443.89137910516
2022-11-30,-159453.9086208949,419054.0,-212850.4,46749.691379104974
2022-12-01,491214.074416765,-211810.0,-216989.6,62414.47441676515
2022-12-02,491214.074416765,-211102.0,-216193.60000000003,63918.47441676515
2022-12-05,491214.074416765,-215586.0,-212850.4,62777.67441676487
2022-12-06,491214.074416765,-216412.0,-209507.2,65294.87441676506
2022-12-07,491214.074416765,-213580.0,-206641.6,70992.47441676515
2022-12-08,491214.074416765,-208978.0,-206164.0,76072.07441676501
2022-12-09,491214.074416765,-207798.0,-207756.0,75660.07441676501
2022-12-12,491214.074416765,-213462.0,-206004.80000000002,71747.27441676497
2022-12-13,491214.074416765,-207798.0,-209188.80000000002,74227.27441676497
2022-12-14,491214.074416765,-204258.0,-210940.0,76016.07441676501
2022-12-15,491214.074416765,-211338.0,-209029.6,70846.47441676515
2022-12-16,491214.074416765,-208270.0,-204412.80000000002,78531.27441676497
2022-12-19,491214.074416765,-205556.0,-202184.0,83474.07441676501
2022-12-20,276232.76060708496,0.0,-199159.19999999998,77073.560607085
2022-12-21,276232.76060708496,0.0,-201547.19999999998,74685.560607085
2022-12-22,276232.76060708496,0.0,-203935.19999999998,72297.560607085
2022-12-23,276232.76060708496,0.0,-201547.19999999998,74685.560607085
2022-12-26,276232.76060708496,0.0,-202184.0,74048.76060708496
2022-12-27,276232.76060708496,0.0,-202820.80000000002,73411.96060708491
2022-12-28,276232.76060708496,0.0,-200592.0,75640.76060708496
2022-12-29,276232.7606070851,0.0,-198044.80000000002,78187.96060708491
2022-12-30,276232.76060708496,0.0,-199795.99999999997,76436.76060708496
2023-01-03,472680.02361908485,-199890.0,-199000.0,73790.02361908485
2023-01-04,472680.02361908485,-193095.0,-198204.00000000003,81381.02361908485
2023-01-05,670959.5929068848,-405769.0,-198363.19999999998,66827.3929068849
2023-01-06,670959.5929068848,-408681.0,-197089.6,65188.99290688499
2023-01-09,670959.5929068848,-419783.0,-199636.80000000002,51539.7929068848
2023-01-10,670959.5929068848,-429065.0,-198681.6,43212.99290688499
2023-01-11,670959.5929068848,-424242.0,-199955.19999999998,46762.392906884896
2023-01-12,474130.84973582486,-238187.0,-201228.80000000002,34715.04973582481
2023-01-13,474130.84973582486,-250880.0,-200751.19999999998,22499.649735824903
2023-01-16,474130.84973582486,-232947.0,-200910.4,40273.44973582472
2023-01-17,474130.84973582486,-235620.0,-201706.39999999997,36804.44973582495
2023-01-18,474130.84973582486,-233947.0,-202661.6,37522.249735825
2023-01-19,474130.84973582486,-232163.0,-198681.6,43286.249735825
2023-01-20,474130.84973582486,-237777.0,-199000.0,37353.84973582486
2023-01-30,235657.71795944474,0.0,-204412.80000000002,31244.91795944469
2023-01-31,235657.71795944474,0.0,-202661.6,32996.11795944488
2023-02-01,235657.71795944474,0.0,-205368.0,30289.717959444737
2023-02-02,235657.71795944474,0.0,-207437.6,28220.117959444877
2023-02-03,235657.71795944474,0.0,-209188.80000000002,26468.91795944469
2023-02-06,235657.71795944474,0.0,-208392.8,27264.91795944469
2023-02-07,235657.71795944474,0.0,-208711.19999999998,26946.517959444784
2023-02-08,235657.71795944474,0.0,-210940.0,24717.717959444737
2023-02-09,235657.71795944474,0.0,-210144.0,25513.717959444737
2023-02-10,235657.71795944474,0.0,-207278.4,28379.317959444597
2023-02-13,235657.71795944474,0.0,-208392.8,27264.91795944469
2023-02-14,235657.71795944474,0.0,-211099.2,24558.517959444784
2023-02-15,235657.71795944474,0.0,-210621.6,25036.117959444877
2023-02-16,235657.71795944474,0.0,-213009.60000000003,22648.117959444877
2023-02-17,235657.71795944474,0.0,-209507.2,26150.517959444784
2023-02-20,235657.71795944497,0.0,-209666.39999999997,25991.31795944483
2023-02-21,235657.71795944497,0.0,-209029.6,26628.11795944511
2023-02-22,235657.71795944497,0.0,-206641.6,29016.11795944511
2023-02-23,235657.71795944497,0.0,-206960.0,28697.71795944497
2023-02-24,235657.71795944497,0.0,-208074.39999999997,27583.31795944483
2023-02-27,235657.71795944497,0.0,-207119.19999999998,28538.517959445016
2023-02-28,235657.71795944497,0.0,-207119.19999999998,28538.517959445016
2023-03-01,235657.71795944497,0.0,-205527.19999999998,30130.517959445016
2023-03-02,235657.71795944497,0.0,-203457.6,32200.11795944511
2023-03-03,235657.71795944497,0.0,-205686.4,29971.31795944483
2023-03-06,235657.71795944497,0.0,-209507.2,26150.517959445016
2023-03-07,235657.71795944497,0.0,-210144.0,25513.71795944497
2023-03-08,235657.71795944497,0.0,-207596.80000000002,28060.917959444923
2023-03-09,235657.71795944497,0.0,-208074.39999999997,27583.317959445063
2023-03-10,235657.71795944497,0.0,-202979.99999999997,32677.71795944497
2023-03-13,235657.71795944497,0.0,-203298.39999999997,32359.317959445063
2023-03-14,235657.71795944497,0.0,-199159.19999999998,36498.51795944502
2023-03-15,235657.71795944497,0.0,-202502.4,33155.31795944483
2023-03-16,235657.71795944497,0.0,-201228.80000000002,34428.91795944492
2023-03-17,713555.063034595,0.0,-681235.7999999999,32319.263034595177
2023-03-20,726918.808434595,0.0,-682881.6,44037.20843459503
2023-03-21,726918.808434595,0.0,-694814.4,32104.408434595214
2023-03-22,726918.808434595,0.0,-702408.0,24510.80843459512
2023-03-23,528295.9479667449,0.0,-492146.2,36149.747966744704
2023-03-24,528295.9479667449,0.0,-492918.80000000005,35377.147966744844
2023-03-27,528295.9479667449,0.0,-499099.60000000003,29196.347966744797
2023-03-28,528295.9479667449,0.0,-498713.30000000005,29582.647966744844
2023-03-29,528295.9479667449,0.0,-500644.80000000005,27651.147966744844
2023-03-30,528295.9479667449,0.0,-504121.5,24174.44796674489
2023-03-31,528295.9479667449,0.0,-505280.4000000001,23015.547966744984
2023-04-03,528295.947966745,0.0,-512233.80000000005,16062.14796674531
2023-04-04,528295.947966745,0.0,-515324.19999999995,12971.747966744937
2023-04-06,528295.947966745,0.0,-510302.30000000005,17993.64796674531
2023-04-07,528295.947966745,0.0,-512233.80000000005,16062.14796674531
2023-04-10,528295.947966745,0.0,-511847.5,16448.447966745123
2023-04-11,528295.9479667449,0.0,-514551.60000000003,13744.347966744797
2023-04-12,528295.9479667449,0.0,-513779.0,14516.94796674489
2023-04-13,528295.9479667449,0.0,-511847.5,16448.44796674489
2023-04-14,528295.9479667449,0.0,-514551.60000000003,13744.347966744797
2023-04-17,528295.9479667449,0.0,-517255.69999999995,11040.247966744937
2023-04-18,528295.9479667449,0.0,-518028.30000000005,10267.647966744844
2023-04-19,528295.9479667449,0.0,-518028.30000000005,10267.647966744844
2023-04-20,528295.9479667449,0.0,-517642.0,10653.94796674489
2023-04-21,528295.9479667449,0.0,-516096.80000000005,12199.147966745077
2023-04-24,528295.9479667449,0.0,-515324.19999999995,12971.747966744704
2023-04-25,528295.9479667449,0.0,-517255.69999999995,11040.247966744704
2023-04-26,528295.9479667449,0.0,-513779.0,14516.94796674489
2023-04-27,528295.9479667449,0.0,-511074.89999999997,17221.047966744984
2023-04-28,528295.9479667449,0.0,-518800.89999999997,9495.047966744984
2023-05-04,528295.9479667449,0.0,-514165.30000000005,14130.647966744844
2023-05-05,528295.9479667449,0.0,-512233.80000000005,16062.147966744844
2023-05-08,528295.9479667449,0.0,-519187.19999999995,9108.747966744937
2023-05-09,528295.9479667449,0.0,-519573.5,8722.447966744658
2023-05-10,727134.2204796248,-199310.0,-519573.5,8250.720479624346
2023-05-11,727134.2204796248,-201248.0,-522277.60000000003,3608.6204796247184
2023-05-12,727134.2204796248,-204022.0,-522663.89999999997,448.3204796249047
2023-05-15,528145.7589277448,-7415.0,-522663.89999999997,-1933.1410722550936
2023-05-16,528145.7589277448,-2525.0,-522277.60000000003,3343.15892774472
2023-05-17,528145.7589277448,-6860.0,-523436.5,-2150.7410722554196
2023-05-18,528145.7589277448,-8470.0,-530389.8999999999,-10714.141072255094
2023-05-19,528145.7589277448,-11891.0,-538502.2,-22247.44107225514
2023-05-22,528145.7589277448,-10000.0,-536184.3999999999,-18038.64107225556
2023-05-23,528145.7589277448,-7893.0,-538502.2,-18249.441072255373
2023-05-24,528145.7589277448,3831.0,-533480.3,-1503.5410722550005
2023-05-25,528145.7589277447,-956.0,-533094.0,-5904.24107225542
2023-05-26,528145.7589277447,-1360.0,-532707.7,-5921.941072255373
2023-05-29,528145.7589277447,-4400.0,-543524.1000000001,-19778.34107225528
2023-05-30,528145.7589277448,-7131.0,-545841.9,-24827.141072255094
2023-05-31,528145.7589277448,-13231.0,-541592.6,-26677.84107225528
2023-06-01,528145.7589277449,-6791.0,-542365.2,-21010.441072255373
2023-06-02,528145.7589277449,5643.0,-545455.6,-11666.841072254814
2023-06-05,316281.38881430496,204168.0,-555499.3999999999,-35050.01118569495
2023-06-06,316281.38881430496,206159.0,-553567.9,-31127.511185695417
2023-06-07,525405.961427785,0.0,-556272.0,-30866.03857221501
2023-06-08,717122.2697112849,-187209.0,-553567.9,-23654.630288715474
2023-06-09,717122.2697112849,-190836.0,-556658.3,-30372.030288714916
2023-06-12,517478.98394936486,6095.0,-561293.9,-37719.91605063528
2023-06-13,517478.98394936486,16406.0,-568247.3,-34362.316050635185
2023-06-14,517478.98394936486,14834.0,-570178.8,-37865.816050635185
2023-06-15,517478.98394936486,-464.0,-568633.6000000001,-51618.61605063453
2023-06-16,308306.5197554049,217868.0,-573269.2,-47094.68024459528
2023-06-19,308306.5197554049,224130.0,-573269.2,-40832.68024459528
2023-06-20,308306.5197554049,225308.0,-574428.1000000001,-40813.580244595185
2023-06-21,308306.5197554049,217992.0,-574428.1000000001,-48129.580244595185
2023-06-26,308306.5197554049,209808.0,-572496.6000000001,-54382.080244595185
2023-06-27,504353.27866340487,21780.0,-569406.2,-43272.921336595435
2023-06-28,306303.999235405,217352.0,-575200.7000000001,-51544.700764595065
2023-06-29,503255.897418445,20594.0,-577904.8,-54054.90258155484
2023-06-30,503255.897418445,19994.0,-580608.8999999999,-57359.002581555396
2023-07-03,503255.897418445,19814.0,-587948.6000000001,-64878.70258155465
2023-07-04,503255.897418445,25490.0,-585630.8,-56884.90258155484
2023-07-05,503255.897418445,28060.0,-585244.5,-53928.602581555024
2023-07-06,503255.897418445,22422.0,-584085.6000000001,-58407.70258155465
2023-07-07,503255.897418445,25312.0,-580222.6000000001,-51654.70258155465
2023-07-10,503255.897418445,34654.0,-576359.6000000001,-38449.70258155465
2023-07-11,503255.897418445,34158.0,-579063.7000000001,-41649.80258155521
2023-07-12,702256.374093445,-152089.0,-581767.8,-31600.425906554796
2023-07-13,702256.374093445,-150910.0,-585630.8,-34284.425906554796
2023-07-14,702256.374093445,-164840.0,-584471.8999999999,-47055.525906555355
2023-07-17,702256.374093445,-171222.0,-587562.2999999999,-56527.925906554796
2023-07-18,702256.374093445,-169621.0,-590266.3999999999,-57631.025906555355
2023-07-19,702256.374093445,-164662.0,-599537.6000000001,-61943.22590655461
2023-07-20,702256.374093445,-155220.0,-595288.3,-48251.925906554796
2023-07-21,897517.1436973449,-358119.0,-593356.8,-53958.656302655116
2023-07-24,702031.090534945,-165944.0,-595288.3,-59201.20946505526
2023-07-25,916437.7053788651,-382729.0,-594129.4,-60420.694621135015
2023-07-26,916437.7053788651,-370718.0,-595288.3,-49568.59462113492
2023-07-27,916437.7053788651,-363434.0,-596833.5,-43829.79462113464
2023-07-28,916437.7053788651,-376143.0,-592584.2,-52289.49462113483
2023-07-31,916437.7053788651,-388366.0,-594515.7,-66443.99462113483
2023-08-01,916437.7053788651,-384890.0,-598378.7,-66830.99462113483
2023-08-02,717236.976651865,-188947.0,-593743.1,-65453.123348135035
2023-08-03,717236.976651865,-189966.0,-588334.8999999999,-61063.92334813485
2023-08-04,297047.89001486497,210128.0,-589493.8,-82317.90998513484
2023-08-07,297047.89001486497,191038.0,-586403.3999999999,-98317.5099851347
2023-08-08,296435.11873574497,212812.0,-590652.7,-81405.5812642551
2023-08-09,296435.11873574497,222267.0,-590652.7,-71950.5812642551
2023-08-10,296435.11873574497,216292.0,-587562.2999999999,-74835.18126425473
2023-08-11,296435.11873574497,203678.0,-587948.6000000001,-87835.48126425478
2023-08-14,116660.103026425,390442.0,-589107.5,-82005.396973575
2023-08-15,116660.10302642512,388258.0,-595288.3,-90370.19697357481
2023-08-16,116660.10302642512,401583.0,-588721.2,-70478.09697357472
2023-08-17,116660.103026425,393419.0,-585244.5,-75165.39697357547
2023-08-18,116660.103026425,391313.0,-578291.1000000001,-70317.9969735751
2023-08-21,116660.103026425,374920.0,-580608.8999999999,-89028.7969735749
2023-08-22,116660.103026425,370929.0,-582926.7,-95337.59697357519
2023-08-23,116660.103026425,372814.0,-583313.0,-93838.896973575
2023-08-24,116660.103026425,396552.0,-591811.6000000001,-78599.49697357533
2023-08-25,515072.6963802,407004.0,-977751.3999999999,-55674.70361980004
2023-08-28,1134667.59977552,-178204.0,-992779.4999999999,-36315.90022447985
2023-08-29,1134667.59977552,-181532.0,-998677.2,-45541.60022448003
2023-08-30,1134667.59977552,-183040.0,-1012438.5,-60810.90022448031
2023-08-31,1134667.59977552,-184340.0,-1017680.8999999999,-67353.30022448022
2023-09-01,1134667.59977552,-181272.0,-1011783.2,-58387.60022448003
2023-09-04,1134667.59977552,-183144.0,-1013749.1,-62225.50022447994
2023-09-05,1134667.59977552,-177840.0,-1014404.3999999999,-57576.80022448022
2023-09-06,1134667.59977552,-176176.0,-1014404.3999999999,-55912.80022448022
2023-09-07,1134667.59977552,-172484.0,-1005885.5,-43701.90022448031
2023-09-08,1134667.59977552,-170820.0,-1011783.2,-47935.60022448003
2023-09-11,956122.8702123199,-512.0,-1006540.8,-50929.92978768004
2023-09-12,956122.8702123199,-1936.0,-1009817.2999999999,-55630.429787679575
2023-09-13,760576.7414343199,196620.0,-1002609.0,-45412.258565680124
2023-09-14,760576.7414343199,192013.0,-1007196.1,-54606.358565679984
2023-09-15,760576.7414343199,183672.0,-1014404.3999999999,-70155.6585656798
2023-09-18,574943.0892303198,384280.0,-1003264.2999999999,-44041.21076967963
2023-09-19,381833.24363609485,383968.0,-809370.0,-43568.756363905035
2023-09-20,381833.24363609485,377104.0,-808312.0,-49374.75636390527
2023-09-21,-121.29873330510054,364806.0,-418370.39999999997,-53685.69873330509
2023-09-22,-121.29873330510054,367666.0,-413113.10000000003,-45568.39873330528
2023-09-25,-121.29873330510054,368524.0,-412283.0,-43880.298733305186
2023-09-26,-121.29873330510054,355524.0,-410346.10000000003,-54943.39873330528
2023-09-27,-121.8303214800626,358020.0,-408132.5,-50234.330321480054
2023-09-28,-121.83032148005441,357942.0,-407025.7,-49205.530321479775
2023-10-09,-121.83032148005441,333840.0,-406749.0,-73030.83032148005
2023-10-10,-121.83032148005441,335036.0,-412283.0,-77368.83032148005
2023-10-11,-178064.23523604008,506402.0,-414773.30000000005,-86435.5352360406
2023-10-12,-178064.23523604008,509444.0,-417817.0,-86437.23523604032
2023-10-13,-178064.23523604008,495560.0,-414219.9,-96724.13523604022
2023-10-16,32.55223255997407,480376.0,-591817.6000000001,-111409.04776744009
2023-10-17,32.55223255997407,482144.0,-596169.2,-113992.64776743995
2023-10-18,32.552232560003176,484380.0,-595377.9999999999,-110965.44776743976
2023-10-19,32.552232560003176,475020.0,-587466.0,-112413.44776744
2023-10-20,32.552232560003176,470600.0,-580345.2,-109712.64776744018
2023-10-23,-258470.63781254,460876.0,-318208.8,-115803.43781253998
2023-10-24,-260805.96581254,458692.0,-315444.0,-117557.96581253991
2023-10-25,-260805.96581254,457548.0,-315660.8,-118918.7658125402
2023-10-26,39.14856730999054,462982.0,-571193.8,-108172.65143269021
2023-10-27,39.14856730999054,480272.0,-571193.8,-90882.65143269021
2023-10-30,39.14856730999054,488852.0,-568802.2,-79911.05143269012
2023-10-31,39.14856730999054,482560.0,-570396.6,-87797.45143269002
2023-11-01,39.148567310068756,487604.0,-576375.6000000001,-88732.45143269002
2023-11-02,354088.3458440851,482482.0,-936758.9,-100188.55415591504
2023-11-03,354390.84304408514,487344.0,-951782.9999999999,-110048.15695591457
2023-11-06,863976.7791719253,0.0,-956907.0000000001,-92930.22082807496
2023-11-07,863976.7791719253,0.0,-955626.0,-91649.22082807496
2023-11-08,1060029.1876238252,0.0,-1154636.1,-94606.9123761747
2023-11-09,1060029.1876238252,0.0,-1160806.4999999998,-100777.31237617461
2023-11-10,1327161.8531986,0.0,-1418350.0,-91188.14680140046
2023-11-13,1327161.8531986,0.0,-1437350.0,-110188.1468014
2023-11-14,1131171.4598537998,0.0,-1245063.6,-113892.14014620055
2023-11-15,1131171.4598537998,0.0,-1262287.7999999998,-131116.3401461998
2023-11-16,1131171.4598537998,0.0,-1263928.1999999997,-132756.74014620017
2023-11-17,1131171.4598537998,0.0,-1263108.0,-131936.5401462
2023-11-20,1131171.4598537998,0.0,-1249984.8000000003,-118813.34014620027
2023-11-21,1131171.4598537998,0.0,-1254906.0,-123734.54014619999
2023-11-22,1131171.4598537998,0.0,-1253265.6,-122094.14014620055
2023-11-23,1131171.4598537998,0.0,-1257366.5999999999,-126195.14014620008
2023-11-24,1131171.4598537998,0.0,-1259007.0,-127835.54014619999
2023-11-27,932460.3098638499,0.0,-1059227.0,-126766.69013614999
2023-11-28,741534.1184475749,0.0,-868503.0,-126968.88155242521
2023-11-29,190434.89772077496,0.0,-315898.4,-125463.50227922527
2023-11-30,1469.3529202749487,0.0,-126613.70000000007,-125144.347079725
2023-12-01,-63.728713475051336,0.0,-125736.30000000005,-125800.02871347498
2023-12-04,-63.728713475051336,0.0,-126389.90000000002,-126453.62871347507
2023-12-05,-63.728713475051336,0.0,-125327.79999999993,-125391.52871347498
2023-12-06,90.57820014993194,0.0,-126462.80000000005,-126372.22179985
2023-12-07,90.57820014993194,0.0,-125399.40000000002,-125308.82179985009
2023-12-08,90.57820014993194,0.0,-126381.0,-126290.42179985018
2023-12-11,90.57820014993194,0.0,-127526.19999999995,-127435.6217998499
2023-12-12,90.57820014993194,0.0,-128180.59999999998,-128090.02179985028
2023-12-13,90.57820014993194,0.0,-128916.80000000005,-128826.22179985
2023-12-14,90.57820014993194,0.0,-130307.3999999999,-130216.82179984963
2023-12-15,90.57820014993194,0.0,-129734.80000000005,-129644.22179985
2023-12-18,90.57820014993194,0.0,-130307.3999999999,-130216.82179984963
2023-12-19,90.57820014993194,0.0,-130961.80000000005,-130871.22179985
2023-12-20,90.57820014993194,0.0,-131616.19999999995,-131525.6217998499
2023-12-21,90.57820014993194,0.0,-129898.40000000002,-129807.82179984963
2023-12-22,90.57820014993194,0.0,-130634.6000000001,-130544.02179985028
2023-12-25,90.57820014993194,0.0,-130880.0,-130789.42179985018
2023-12-26,90.57820014993194,0.0,-131289.0,-131198.42179985018
2023-12-27,90.57820014993194,0.0,-131534.40000000002,-131443.82179984963
2023-12-28,90.57820015004836,0.0,-131289.0,-131198.42179985018
2023-12-29,90.57820015004836,0.0,-131125.3999999999,-131034.82179984963
2024-01-02,90.57820015004836,0.0,-131452.6000000001,-131362.02179985028
2024-01-03,90.57820015004836,0.0,-130471.0,-130380.42179985018
2024-01-04,90.57820015004836,0.0,-129980.19999999995,-129889.6217998499
2024-01-05,90.57820015004836,0.0,-129407.59999999998,-129317.02179985028
2024-01-08,-555795.5505978499,0.0,425620.80000000016,-130174.75059784995
2024-01-09,-555795.5505978499,0.0,432875.70000000007,-122919.85059784958
2024-01-10,-555795.5505978499,0.0,432607.0,-123188.55059785023
