round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300750.SZ,,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,3000,-17564.68204523984,-4.33,31
1,601318.SH,,2020-03-02,2020-04-17,TAKE_PROFIT_DYN,3,7900,-20564.310241259867,-3.52,33
2,000725.SZ,,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,57200,26478.524837770092,13.16,35
3,002714.SZ,,2020-05-12,2020-06-02,TAKE_PROFIT_DYN,1,1700,15269.911286220013,7.77,15
4,000063.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,5300,15432.629850900033,7.79,17
5,002415.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,7100,13184.740325160004,6.62,17
6,600703.SH,,2020-06-16,2020-07-06,TAKE_PROFIT_DYN,1,8700,29684.110986000014,14.97,12
7,600030.SH,,2020-09-08,2020-10-12,TAKE_PROFIT_DYN,1,6600,5560.236970200087,2.81,18
8,002456.SZ,,2020-09-02,2020-10-28,TAKE_PROFIT_DYN,4,50100,-1380.1698790200753,-0.17,34
9,300136.SZ,,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,3900,2041.5223838800448,1.01,19
10,600745.SH,,2020-09-09,2020-12-07,TAKE_PROFIT_DYN,2,1800,-12865.442008679995,-5.84,57
11,300122.SZ,,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,2,3000,52999.023410640075,13.88,17
12,601012.SH,,2020-11-16,2020-12-08,TAKE_PROFIT_DYN,2,5900,43609.45535802003,11.22,16
13,002475.SZ,,2020-12-15,2020-12-22,TAKE_PROFIT_DYN,1,4000,15584.686243200034,7.84,5
14,000651.SZ,,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,16671.867580620106,4.26,17
15,688981.SH,,2020-12-17,2021-01-11,TAKE_PROFIT_DYN,2,7300,62947.24054380006,15.95,16
16,300750.SZ,,2021-02-01,2021-02-09,TAKE_PROFIT_DYN,1,500,30179.169196200033,17.08,6
17,601318.SH,,2021-01-29,2021-02-25,TAKE_PROFIT_DYN,3,7400,52252.109836920165,8.88,14
18,300059.SZ,,2021-02-23,2021-04-02,TAKE_PROFIT_DYN,2,12400,-40563.74421108002,-10.22,28
19,300750.SZ,,2021-02-26,2021-04-14,TAKE_PROFIT_DYN,1,600,12566.026250280032,6.48,32
20,002475.SZ,,2021-01-29,2021-04-19,TAKE_PROFIT_DYN,4,18000,-143817.19551360002,-18.2,50
21,601166.SH,,2021-04-16,2021-05-12,TAKE_PROFIT_DYN,1,9500,19109.783742299973,9.59,15
22,002352.SZ,,2021-04-13,2021-05-18,TAKE_PROFIT_DYN,2,6000,5055.525657000137,1.29,22
23,002594.SZ,,2021-05-06,2021-05-26,TAKE_PROFIT_DYN,2,2500,83052.48198690003,22.09,14
24,600031.SH,,2021-05-14,2021-06-01,TAKE_PROFIT_DYN,1,7200,26669.475724320015,13.38,12
25,002340.SZ,,2021-06-08,2021-07-06,TAKE_PROFIT_DYN,3,63100,31636.125431640074,5.29,19
26,000661.SZ,,2021-05-25,2021-07-19,TAKE_PROFIT_DYN,3,1200,10564.888096799958,2.2,38
27,600031.SH,,2021-06-15,2021-08-03,TAKE_PROFIT_DYN,3,22300,26446.78991808009,4.43,35
28,002241.SZ,,2021-07-23,2021-08-05,TAKE_PROFIT_DYN,1,5200,19428.48569376004,9.73,9
29,002460.SZ,,2021-08-17,2021-08-27,TAKE_PROFIT_DYN,1,1200,43731.5467752,22.34,8
30,300750.SZ,,2021-08-17,2021-09-14,TAKE_PROFIT_DYN,1,400,18082.831618080032,9.31,20
31,000858.SZ,,2021-07-09,2021-09-27,TAKE_PROFIT_DYN,5,4000,-78034.85459243972,-8.29,54
32,600111.SH,,2021-09-30,2021-10-25,TAKE_PROFIT_DYN,1,4600,42589.30401828,21.67,12
33,002466.SZ,,2021-09-23,2021-11-09,TAKE_PROFIT_DYN,2,3800,20545.878086640034,5.28,28
34,601919.SH,,2021-09-29,2021-11-30,TAKE_PROFIT_DYN,2,24700,12082.559413860145,3.04,39
35,600030.SH,,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,14787.585989460029,7.44,13
36,000651.SZ,,2021-10-28,2021-12-07,TAKE_PROFIT_DYN,2,11100,10341.797327820037,2.62,28
37,601012.SH,,2021-12-02,2022-03-01,TAKE_PROFIT_DYN,4,9700,42348.95096040005,5.75,57
38,002594.SZ,,2021-12-17,2022-03-01,TAKE_PROFIT_DYN,3,2200,-20047.015153440065,-3.45,46
39,000858.SZ,,2022-03-04,2022-04-14,TAKE_PROFIT_DYN,3,3300,-3300.039519479964,-0.58,27
40,300014.SZ,,2022-03-04,2022-06-01,TAKE_PROFIT_DYN,3,7700,80693.99437176005,13.87,58
41,300750.SZ,,2021-12-21,2022-06-02,TAKE_PROFIT_DYN,4,1400,-89048.8158411599,-12.63,106
42,300122.SZ,,2022-04-15,2022-06-15,TAKE_PROFIT_DYN,3,3600,-69024.01281857991,-16.8,39
43,002241.SZ,,2022-06-24,2022-08-01,TAKE_PROFIT_DYN,1,6200,5731.775196480041,2.87,26
44,600036.SH,,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,16800,-12270.851984160021,-2.08,34
45,300274.SZ,,2022-09-01,2022-10-12,TAKE_PROFIT_DYN,2,3500,48810.82377780002,12.65,23
46,002594.SZ,,2022-07-13,2022-11-04,TAKE_PROFIT_DYN,4,2600,-42183.202515479876,-5.54,76
47,300059.SZ,,2022-08-03,2022-11-15,TAKE_PROFIT_DYN,4,28600,-9985.287775320001,-1.83,68
48,600519.SH,,2022-10-13,2022-12-01,TAKE_PROFIT_DYN,2,200,-3317.012517959927,-0.99,35
49,300274.SZ,,2022-12-07,2023-01-03,TAKE_PROFIT_DYN,2,3800,46002.50051706011,11.79,18
50,002241.SZ,,2022-11-14,2023-01-05,TAKE_PROFIT_DYN,2,23700,31948.23747024004,8.02,37
51,002812.SZ,,2022-11-24,2023-01-06,TAKE_PROFIT_DYN,3,4500,67912.97746860015,11.71,30
52,300014.SZ,,2023-01-12,2023-02-01,TAKE_PROFIT_DYN,1,2300,12686.944016340014,6.45,9
53,300750.SZ,,2023-02-20,2023-03-31,TAKE_PROFIT_DYN,3,1300,16092.175710780022,3.11,29
54,300059.SZ,,2023-03-08,2023-04-03,TAKE_PROFIT_DYN,2,20500,24418.64994750003,6.14,18
55,300014.SZ,,2023-02-21,2023-05-15,TAKE_PROFIT_DYN,5,14700,50934.968938980135,5.17,55
56,000858.SZ,,2023-04-11,2023-05-22,TAKE_PROFIT_DYN,2,2100,-11836.879780319985,-3.13,26
57,600519.SH,,2023-04-13,2023-06-15,TAKE_PROFIT_DYN,2,200,17437.802851440094,5.26,42
58,600809.SH,,2023-05-23,2023-07-25,TAKE_PROFIT_DYN,4,3800,70867.67502437998,9.13,43
59,300059.SZ,,2023-05-30,2023-07-25,TAKE_PROFIT_DYN,2,27900,12933.061394940014,3.24,38
60,300418.SZ,,2023-06-27,2023-08-14,TAKE_PROFIT_DYN,2,9200,-29776.937835599936,-7.58,34
61,600276.SH,,2023-08-01,2023-08-28,TAKE_PROFIT_DYN,3,14100,10285.125341039966,1.73,19
62,002475.SZ,,2023-09-08,2023-10-11,TAKE_PROFIT_DYN,1,6700,12311.447092560033,6.22,17
63,002594.SZ,,2023-08-15,2023-10-18,TAKE_PROFIT_DYN,4,3200,26774.578749599983,3.46,40
64,600519.SH,,2023-10-16,2023-11-01,TAKE_PROFIT_DYN,3,300,43402.916925720056,8.5,12
65,000977.SZ,,2023-10-20,2023-11-13,TAKE_PROFIT_DYN,2,13300,70653.31376796006,17.89,16
66,601012.SH,,2023-11-03,2023-12-28,TAKE_PROFIT_DYN,3,27300,-11141.912101319758,-1.87,39
67,002594.SZ,,2023-11-27,2024-01-11,TAKE_PROFIT_DYN,3,2700,-27439.916581439902,-4.89,32
68,002230.SZ,,2024-01-04,2024-02-08,TAKE_PROFIT_DYN,2,9400,12165.579035280098,3.09,25
69,000063.SZ,,2023-08-08,2024-02-22,TAKE_PROFIT_DYN,5,34400,-112131.80811161967,-11.32,129
70,000661.SZ,,2024-01-15,2024-02-28,TAKE_PROFIT_DYN,2,3100,18539.594627400045,4.8,26
71,601318.SH,,2024-03-25,2024-04-29,TAKE_PROFIT_DYN,2,10100,29908.511988300015,7.57,23
72,000628.SZ,,2024-04-01,2024-05-21,TAKE_PROFIT_DYN,3,8700,-133600.97646521986,-22.56,31
73,603019.SH,,2024-03-28,2024-06-19,TAKE_PROFIT_DYN,2,9000,-6392.592407519929,-1.61,53
74,000977.SZ,,2024-05-29,2024-06-19,TAKE_PROFIT_DYN,1,5400,13089.71553515998,6.56,14
