round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,601318.SH,,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,7900,-23007.77858699998,-3.93,31
1,300750.SZ,,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,3000,-17564.68204523984,-4.33,31
2,000725.SZ,,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,57200,25907.81683705008,12.87,35
3,002714.SZ,,2020-05-12,2020-06-02,TAKE_PROFIT_DYN,1,1700,14744.101642200054,7.5,15
4,000063.SZ,,2020-05-26,2020-06-17,TAKE_PROFIT_DYN,1,5300,14427.904402080021,7.29,16
5,002415.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,7100,12688.862918939994,6.37,17
6,600703.SH,,2020-06-16,2020-07-06,TAKE_PROFIT_DYN,1,8700,29076.48655866002,14.66,12
7,600030.SH,,2020-09-08,2020-10-12,TAKE_PROFIT_DYN,1,6600,5560.236970200058,2.81,18
8,002456.SZ,,2020-09-02,2020-10-13,TAKE_PROFIT_DYN,4,47200,-22749.21153396007,-3.02,23
9,300136.SZ,,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,7800,11753.770541760023,2.97,19
10,000661.SZ,,2020-10-26,2020-12-01,TAKE_PROFIT_DYN,1,400,18415.803674160008,14.15,26
11,600745.SH,,2020-09-09,2020-12-07,TAKE_PROFIT_DYN,3,5200,14039.174742840114,2.4,57
12,300122.SZ,,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,2,3000,51891.53061204002,13.59,17
13,002475.SZ,,2020-12-15,2020-12-22,TAKE_PROFIT_DYN,1,4000,15025.95113760003,7.56,5
14,000651.SZ,,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,15603.286691160058,3.99,17
15,688981.SH,,2020-12-17,2021-01-11,TAKE_PROFIT_DYN,2,7300,61781.87875212007,15.65,16
16,300750.SZ,,2021-02-01,2021-02-09,TAKE_PROFIT_DYN,1,500,29660.34374100002,16.78,6
17,601318.SH,,2021-01-29,2021-02-25,TAKE_PROFIT_DYN,3,7400,50627.78706564009,8.61,14
18,300059.SZ,,2021-02-23,2021-04-02,TAKE_PROFIT_DYN,2,12400,-41429.78362476005,-10.44,28
19,300750.SZ,,2021-02-26,2021-04-14,TAKE_PROFIT_DYN,1,600,12051.191760120011,6.21,32
20,002475.SZ,,2021-01-29,2021-04-19,TAKE_PROFIT_DYN,4,18000,-145433.5363548,-18.41,50
21,601166.SH,,2021-04-16,2021-05-12,TAKE_PROFIT_DYN,1,9500,18541.071224100015,9.3,15
22,002352.SZ,,2021-04-13,2021-05-18,TAKE_PROFIT_DYN,2,6000,4097.694047400029,1.04,22
23,002594.SZ,,2021-05-06,2021-05-26,TAKE_PROFIT_DYN,2,2500,81905.07953790005,21.78,14
24,600031.SH,,2021-05-14,2021-06-01,TAKE_PROFIT_DYN,1,7200,26094.776758560038,13.09,12
25,002340.SZ,,2021-06-08,2021-07-06,TAKE_PROFIT_DYN,3,63100,31636.125431640074,5.29,19
26,000661.SZ,,2021-05-25,2021-07-19,TAKE_PROFIT_DYN,3,1000,-551.4154196399613,-0.14,38
27,600031.SH,,2021-06-15,2021-08-03,TAKE_PROFIT_DYN,3,22300,26446.78991808009,4.43,35
28,002241.SZ,,2021-07-23,2021-08-05,TAKE_PROFIT_DYN,1,5200,18857.77769304003,9.44,9
29,002460.SZ,,2021-08-17,2021-08-27,TAKE_PROFIT_DYN,1,1200,43132.9020192,22.04,8
30,300750.SZ,,2021-08-17,2021-09-14,TAKE_PROFIT_DYN,1,400,17548.042302720074,9.03,20
31,000858.SZ,,2021-07-09,2021-09-27,TAKE_PROFIT_DYN,5,3500,-80070.44492663967,-9.6,54
32,600111.SH,,2021-09-30,2021-10-25,TAKE_PROFIT_DYN,1,4600,41992.654744800006,21.37,12
33,002466.SZ,,2021-09-23,2021-11-09,TAKE_PROFIT_DYN,2,3800,20545.878086640034,5.28,28
34,601919.SH,,2021-09-29,2021-11-29,TAKE_PROFIT_DYN,2,24700,5675.065042140195,1.43,38
35,600030.SH,,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,14207.898317400046,7.15,13
36,000651.SZ,,2021-10-28,2021-12-07,TAKE_PROFIT_DYN,2,11100,9345.053809080098,2.37,28
37,300750.SZ,,2021-12-21,2022-02-07,TAKE_PROFIT_DYN,2,600,9852.936636240047,2.78,28
38,601012.SH,,2021-12-02,2022-02-28,TAKE_PROFIT_DYN,4,10300,21617.100777780288,2.78,56
39,002594.SZ,,2021-12-17,2022-03-01,TAKE_PROFIT_DYN,3,2200,-21473.78515523998,-3.69,46
40,000002.SZ,,2022-03-07,2022-03-31,TAKE_PROFIT_DYN,3,22000,28486.51932913001,7.13,18
41,000858.SZ,,2022-02-08,2022-04-14,TAKE_PROFIT_DYN,4,4300,-29213.426404799917,-3.81,45
42,601012.SH,,2022-04-01,2022-05-31,TAKE_PROFIT_DYN,2,5700,49594.42125234002,12.46,37
43,300014.SZ,,2022-03-04,2022-06-01,TAKE_PROFIT_DYN,4,8100,109664.21213550004,18.73,58
44,300122.SZ,,2022-04-15,2022-06-15,TAKE_PROFIT_DYN,3,5200,-88955.88507233991,-15.3,39
45,002241.SZ,,2022-06-24,2022-08-01,TAKE_PROFIT_DYN,1,6200,5175.035573400033,2.59,26
46,600036.SH,,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,16800,-13611.816237600055,-2.3,34
47,300274.SZ,,2022-09-01,2022-10-12,TAKE_PROFIT_DYN,2,3500,47693.35356660001,12.37,23
48,002594.SZ,,2022-07-13,2022-11-04,TAKE_PROFIT_DYN,4,2600,-43999.09160867997,-5.78,76
49,300059.SZ,,2022-08-03,2022-11-15,TAKE_PROFIT_DYN,4,31100,-12673.478861819953,-2.13,68
50,600519.SH,,2022-10-13,2022-12-01,TAKE_PROFIT_DYN,2,200,-3317.012517959927,-0.99,35
51,300274.SZ,,2022-12-07,2022-12-30,TAKE_PROFIT_DYN,2,3800,42059.427057540044,10.78,17
52,002241.SZ,,2022-11-14,2023-01-05,TAKE_PROFIT_DYN,2,23700,30765.914077140158,7.72,37
53,002812.SZ,,2022-11-24,2023-01-06,TAKE_PROFIT_DYN,3,4500,66296.63662740018,11.43,30
54,002709.SZ,,2023-01-03,2023-01-30,TAKE_PROFIT_DYN,2,9100,57974.318634960044,14.69,14
55,300014.SZ,,2023-01-12,2023-02-01,TAKE_PROFIT_DYN,1,2300,12159.138889800059,6.18,9
56,300750.SZ,,2023-02-20,2023-03-31,TAKE_PROFIT_DYN,3,1300,14743.229527260119,2.85,29
57,300059.SZ,,2023-03-08,2023-04-03,TAKE_PROFIT_DYN,2,20500,23395.96515600005,5.88,18
58,300014.SZ,,2023-02-21,2023-04-18,TAKE_PROFIT_DYN,3,8500,1330.712919719983,0.22,39
59,600036.SH,,2023-04-28,2023-05-08,TAKE_PROFIT_DYN,1,6100,18961.71293178,9.56,3
60,000858.SZ,,2023-04-11,2023-05-22,TAKE_PROFIT_DYN,2,2100,-12758.792704559979,-3.37,26
61,600519.SH,,2023-04-13,2023-06-15,TAKE_PROFIT_DYN,2,200,16561.78602516011,5.0,42
62,600809.SH,,2023-05-23,2023-07-25,TAKE_PROFIT_DYN,4,3800,68744.48162309988,8.85,43
63,688981.SH,,2023-05-10,2023-07-31,TAKE_PROFIT_DYN,1,3800,-5476.016324880009,-2.75,56
64,300418.SZ,,2023-06-27,2023-08-14,TAKE_PROFIT_DYN,2,9200,-30694.859794799937,-7.81,34
65,600276.SH,,2023-08-01,2023-08-28,TAKE_PROFIT_DYN,3,14100,9018.357816600124,1.51,19
66,002475.SZ,,2023-09-08,2023-10-10,TAKE_PROFIT_DYN,1,6700,12445.211354400031,6.29,16
67,002594.SZ,,2023-08-15,2023-10-18,TAKE_PROFIT_DYN,4,3200,24762.125377440127,3.2,40
68,600519.SH,,2023-10-16,2023-11-01,TAKE_PROFIT_DYN,3,300,43402.916925720056,8.5,12
69,000977.SZ,,2023-10-20,2023-11-13,TAKE_PROFIT_DYN,2,13300,69458.41957824008,17.59,16
70,601012.SH,,2023-11-03,2023-12-28,TAKE_PROFIT_DYN,3,27300,-12504.510738719953,-2.09,39
71,002594.SZ,,2023-11-27,2024-01-11,TAKE_PROFIT_DYN,3,2700,-28787.541607439867,-5.13,32
72,002230.SZ,,2024-01-04,2024-02-08,TAKE_PROFIT_DYN,2,9400,11133.398089440074,2.82,25
73,000063.SZ,,2023-08-08,2024-02-22,TAKE_PROFIT_DYN,5,34400,-114535.5718616998,-11.56,129
74,000661.SZ,,2024-01-15,2024-02-28,TAKE_PROFIT_DYN,2,3100,17549.33979348,4.54,26
