ts_code,pm,month_end_date,ret_cc_12m,mae_12m,universe_clean
002502.SZ,2023-05,2023-05-31,-0.4134078212290503,-0.05586592178770955,ALL_A
300407.SZ,2017-11,2017-11-30,-0.4130241013440499,-0.10000000000000009,ALL_A
000061.SZ,2017-04,2017-04-28,-0.41274736275976154,-0.10503751339764211,ALL_A
600734.SH,2020-04,2020-04-30,-0.4115755627009645,-0.3086816720257235,ALL_A
600079.SH,2018-01,2018-01-31,-0.411471003315651,-0.09526774595267751,TOP500
601615.SH,2023-05,2023-05-31,-0.41104718983292143,-0.08095564431155022,TOP500
002630.SZ,2018-09,2018-09-28,-0.40941176470588236,-0.33882352941176463,ALL_A
002074.SZ,2018-01,2018-01-31,-0.40921872763471223,-0.20028887818969665,TOP500
002430.SZ,2012-06,2012-06-29,-0.40919869635657136,-0.1546732837055418,TOP500
002535.SZ,2019-11,2019-11-29,-0.40909090909090917,-0.03409090909090928,ALL_A
600978.SH,2018-08,2018-08-31,-0.40818979398716615,-0.11702127659574457,ALL_A
600978.SH,2018-03,2018-03-30,-0.40809556925536483,-0.07566204287515754,ALL_A
300197.SZ,2018-05,2018-05-25,-0.4079274770139337,-0.3258845437616388,ALL_A
600122.SH,2018-11,2018-11-30,-0.4079254079254079,-0.17249417249417254,ALL_A
000980.SZ,2018-06,2018-06-29,-0.40787623066104084,-0.06188466947960636,ALL_A
600683.SH,2017-10,2017-10-31,-0.40687871956236044,-0.2109826589595376,ALL_A
000858.SZ,2013-01,2013-01-31,-0.40573026353005825,-0.08588235294117652,TOP100
300044.SZ,2021-01,2021-01-29,-0.4055666003976143,-0.06958250497017904,ALL_A
600087.SH,2011-11,2011-11-30,-0.40454545454545454,-0.15454545454545443,ALL_A
600303.SH,2018-02,2018-02-28,-0.4041885545663194,-0.0954838709677418,ALL_A
688026.SH,2022-09,2022-09-30,-0.40367856581596506,-0.08122362869198319,ALL_A
600306.SH,2017-11,2017-11-30,-0.4033771106941839,-0.0478424015009381,ALL_A
600292.SH,2017-11,2017-11-30,-0.40336872586872596,-0.05405405405405417,ALL_A
300117.SZ,2024-01,2024-01-31,-0.4025974025974026,-0.31818181818181823,ALL_A
601689.SH,2017-12,2017-12-29,-0.402586903799515,-0.18148746968472107,ALL_A
601600.SH,2011-11,2011-11-30,-0.40234375,-0.18880208333333326,TOP100
601918.SH,2012-10,2012-10-31,-0.40229542109241356,-0.16296296296296298,TOP300
002763.SZ,2017-11,2017-11-30,-0.40216271513684476,-0.07058001397624036,ALL_A
600545.SH,2020-02,2020-02-28,-0.4018518518518519,-0.0888888888888889,ALL_A
300332.SZ,2017-11,2017-11-30,-0.40152590739676886,-0.039936102236421855,ALL_A
000530.SZ,2017-11,2017-11-30,-0.40101930280210385,-0.0967184801381692,ALL_A
600754.SH,2023-05,2023-05-31,-0.400781810426724,-0.10127945204720623,TOP300
002245.SZ,2018-05,2018-05-31,-0.400747817336652,-0.24269377382465063,ALL_A
300159.SZ,2018-05,2018-05-31,-0.400522989843922,-0.2691387559808611,ALL_A
002671.SZ,2017-12,2017-12-29,-0.40028191522791134,-0.039416058394160514,ALL_A
603688.SH,2024-01,2024-01-31,-0.39993234311923487,-0.13276440962506997,TOP500
300887.SZ,2023-10,2023-10-31,-0.3998543224754545,-0.05468164794007502,ALL_A
000803.SZ,2005-12,2005-12-30,-0.3996003996003995,-0.06957328385899808,ALL_A
603007.SH,2021-04,2021-04-29,-0.3994927144024536,-0.35147392290249435,ALL_A
600580.SH,2011-07,2011-07-29,-0.3994343936780457,-0.13488975356679633,ALL_A
600257.SH,2017-05,2017-05-31,-0.39931028303693317,-0.05014326647564471,ALL_A
603798.SH,2018-01,2018-01-31,-0.39926889995400616,-0.18850871530019364,ALL_A
002049.SZ,2023-05,2023-05-31,-0.39924036896364623,-0.08377645143787305,TOP300
000430.SZ,2017-11,2017-11-30,-0.3973214285714286,-0.0647321428571428,ALL_A
600620.SH,2024-01,2024-01-31,-0.39730539447702995,-0.321219226260258,ALL_A
002084.SZ,2017-11,2017-11-30,-0.3970841814021292,-0.10970464135021107,ALL_A
002308.SZ,2018-06,2018-06-29,-0.39679888656924145,-0.1024658131482088,ALL_A
600525.SH,2018-06,2018-06-29,-0.39662026764924296,-0.13623462630085148,ALL_A
300056.SZ,2017-09,2017-09-29,-0.39647058823529413,-0.009411764705882342,ALL_A
002310.SZ,2021-04,2021-04-30,-0.39617486338797814,-0.016393442622950838,ALL_A
300357.SZ,2023-06,2023-06-30,-0.39522795735424054,-0.03211418376449604,ALL_A
300337.SZ,2018-08,2018-08-31,-0.39459459459459456,-0.1927927927927927,ALL_A
002249.SZ,2011-09,2011-09-30,-0.39449458052810005,-0.062073246430788265,ALL_A
000698.SZ,2011-11,2011-11-30,-0.39379844961240307,-0.19069767441860463,ALL_A
000034.SZ,2011-11,2011-11-30,-0.392982456140351,-0.35789473684210527,ALL_A
600890.SH,2021-01,2021-01-29,-0.392749244712991,-0.22356495468277948,ALL_A
603168.SH,2017-12,2017-12-29,-0.3925050821243946,-0.12575655682582376,ALL_A
601608.SH,2017-11,2017-11-29,-0.39218432663351765,-0.08486238532110091,ALL_A
600806.SH,2011-09,2011-09-30,-0.3921145373727577,-0.10869565217391308,ALL_A
002041.SZ,2023-05,2023-05-31,-0.3914357701873383,-0.042912873862158585,ALL_A
000927.SZ,2011-11,2011-11-30,-0.3913560864497794,-0.14453781512605035,TOP500
600779.SH,2012-11,2012-11-30,-0.3910815914174183,-0.11939461883408076,TOP500
000656.SZ,2021-07,2021-07-30,-0.3906976744186046,-0.03953488372093028,ALL_A
688639.SH,2024-06,2024-06-28,-0.39039354250378866,-0.24424183660564336,ALL_A
002640.SZ,2018-09,2018-09-28,-0.39035246198780427,-0.28776978417266186,TOP500
600186.SH,2011-09,2011-09-30,-0.39030612244897955,-0.03571428571428581,ALL_A
002682.SZ,2018-01,2018-01-31,-0.3902551327205567,-0.13714285714285712,ALL_A
002425.SZ,2024-01,2024-01-31,-0.38968481375358177,-0.35243553008595996,ALL_A
002091.SZ,2011-09,2011-09-30,-0.38881288338072506,-0.10380116959064323,ALL_A
002044.SZ,2021-06,2021-06-30,-0.3885839736553237,-0.21734357848518104,TOP500
600695.SH,2021-04,2021-04-30,-0.38848920863309355,-0.04316546762589901,ALL_A
002469.SZ,2017-11,2017-11-30,-0.38776311970376776,-0.06738131699846861,ALL_A
000733.SZ,2023-03,2023-03-31,-0.38771811358230546,-0.09693537641572292,TOP500
600664.SH,2011-09,2011-09-30,-0.3874458874458875,-0.09523809523809523,TOP300
002308.SZ,2018-08,2018-08-31,-0.38677918424753877,-0.1378340365682138,ALL_A
002094.SZ,2018-08,2018-08-31,-0.38671875,-0.30598958333333337,ALL_A
600069.SH,2018-06,2018-06-29,-0.38636363636363635,-0.09595959595959591,ALL_A
002366.SZ,2018-05,2018-05-31,-0.3862829799994649,-0.19416319237641455,ALL_A
600255.SH,2018-02,2018-02-02,-0.38607594936708867,-0.33544303797468356,ALL_A
600481.SH,2011-09,2011-09-30,-0.3853270354205959,-0.06659939455095853,TOP500
601600.SH,2011-09,2011-09-30,-0.38518518518518496,-0.022222222222222032,TOP100
600692.SH,2017-11,2017-11-30,-0.3850415512465374,-0.09972299168975074,ALL_A
000597.SZ,2011-09,2011-09-30,-0.3848484848484849,-0.1202020202020202,ALL_A
002146.SZ,2021-07,2021-07-30,-0.3846153846153846,-0.03296703296703285,ALL_A
002773.SZ,2021-04,2021-04-30,-0.38352410505522083,-0.13385826771653553,ALL_A
300432.SZ,2018-04,2018-04-27,-0.383371546149324,-0.14659291325958013,ALL_A
300132.SZ,2021-10,2021-10-29,-0.38244197780020184,-0.03733602421796178,ALL_A
002030.SZ,2023-05,2023-05-31,-0.3822774232224415,-0.0824305195946251,ALL_A
300609.SZ,2020-11,2020-11-30,-0.3818770226537216,-0.4390507011866235,ALL_A
002869.SZ,2021-04,2021-04-30,-0.3816426078680204,-0.08333333333333315,ALL_A
601208.SH,2017-11,2017-11-30,-0.3815128230068411,-0.03864734299516914,ALL_A
600894.SH,2017-11,2017-11-30,-0.38122858909978874,-0.06082474226804124,ALL_A
300083.SZ,2018-04,2018-04-27,-0.3807829181494662,-0.11032028469750876,ALL_A
688556.SH,2024-01,2024-01-31,-0.38042384943352425,-0.13415087328130815,ALL_A
300083.SZ,2018-06,2018-06-29,-0.3796680497925311,-0.13070539419087135,ALL_A
600469.SH,2017-12,2017-12-29,-0.3796133567662566,-0.14938488576449926,ALL_A
002411.SZ,2020-04,2020-04-30,-0.3795336787564766,-0.15544041450777202,ALL_A
002702.SZ,2017-08,2017-08-31,-0.3791044776119403,-0.0268656716417911,ALL_A
000422.SZ,2012-10,2012-10-31,-0.3789011437349764,-0.1633616619452315,TOP500
600475.SH,2018-01,2018-01-31,-0.3777096676451792,-0.14643399089529585,ALL_A
000520.SZ,2011-08,2011-08-31,-0.37745098039215697,-0.09313725490196079,ALL_A
600209.SH,2018-05,2018-05-31,-0.3768656716417911,-0.04664179104477617,ALL_A
000878.SZ,2013-04,2013-04-26,-0.37674037674037675,-0.03521703521703534,TOP300
300317.SZ,2018-07,2018-07-31,-0.3763888888888889,-0.24722222222222223,ALL_A
600123.SH,2013-06,2013-06-28,-0.3759485246805774,-0.09249011857707501,TOP300
000655.SZ,2018-01,2018-01-31,-0.375886524822695,-0.14893617021276584,ALL_A
002247.SZ,2023-05,2023-05-31,-0.3750000000000001,-0.1875,ALL_A
002140.SZ,2018-01,2018-01-31,-0.375,-0.20144628099173556,ALL_A
600391.SH,2017-05,2017-05-31,-0.3749501396090946,-0.0702034303948943,ALL_A
002303.SZ,2011-10,2011-10-31,-0.3744635193133048,-0.08798283261802586,ALL_A
600779.SH,2013-06,2013-06-28,-0.37434554973822,-0.021815008726003504,ALL_A
603679.SH,2020-10,2020-10-30,-0.3743229349516024,-0.0019685039370078705,ALL_A
600575.SH,2012-06,2012-06-29,-0.37415250798780453,-0.16666666666666674,TOP500
600817.SH,2008-04,2008-04-30,-0.3741379310344828,-0.17413793103448272,ALL_A
300129.SZ,2018-01,2018-01-31,-0.37388251023534946,-0.18370607028753994,ALL_A
002634.SZ,2017-07,2017-07-31,-0.3726348985337722,-0.028653295128939882,ALL_A
600172.SH,2018-04,2018-04-27,-0.37248322147651003,-0.18624161073825507,ALL_A
002434.SZ,2018-01,2018-01-31,-0.37238881747694774,-0.19763694951664879,ALL_A
600822.SH,2011-11,2011-11-30,-0.37180792781179495,-0.18965517241379304,ALL_A
600546.SH,2013-06,2013-06-28,-0.3714565161621345,-0.11402027027027029,TOP300
002130.SZ,2018-01,2018-01-31,-0.3706192883752344,-0.08409506398537481,ALL_A
300095.SZ,2017-11,2017-11-30,-0.370542974540535,-0.05797101449275366,ALL_A
000546.SZ,2023-06,2023-06-30,-0.3704866562009419,-0.10832025117739408,ALL_A
600136.SH,2022-04,2022-04-29,-0.3699731903485254,-0.3806970509383377,ALL_A
002010.SZ,2018-06,2018-06-29,-0.36977200124897924,-0.1154865414484958,TOP300
000720.SZ,2011-11,2011-11-30,-0.36956521739130443,-0.2919254658385094,ALL_A
600707.SH,2011-09,2011-09-30,-0.36866359447004604,-0.10138248847926257,ALL_A
300030.SZ,2017-11,2017-11-30,-0.36834990816770496,-0.0632054176072232,ALL_A
002218.SZ,2011-09,2011-09-30,-0.36801541425818896,-0.16859344894026973,ALL_A
600864.SH,2017-05,2017-05-31,-0.3679072724759783,-0.03545232273838639,ALL_A
000585.SZ,2011-11,2011-11-30,-0.36760124610591915,-0.20872274143302183,ALL_A
002351.SZ,2018-01,2018-01-31,-0.36751017279664544,-0.088607594936709,ALL_A
600719.SH,2017-11,2017-11-30,-0.3675078864353313,-0.07728706624605697,ALL_A
000702.SZ,2017-09,2017-09-29,-0.36746302616609783,-0.10693970420932875,ALL_A
002459.SZ,2017-09,2017-09-29,-0.36734693877551017,-0.017384731670445963,ALL_A
002581.SZ,2018-06,2018-06-29,-0.3671361502347418,-0.107981220657277,ALL_A
002656.SZ,2018-12,2018-12-28,-0.3661290322580645,-0.25322580645161297,ALL_A
300293.SZ,2017-11,2017-11-30,-0.36578947368421055,-0.061403508771929904,ALL_A
688383.SH,2024-01,2024-01-31,-0.3644636597673634,-0.2139737991266376,ALL_A
688030.SH,2021-04,2021-04-30,-0.36420646863684836,-0.04360056258790446,ALL_A
002071.SZ,2018-08,2018-08-31,-0.36381322957198436,-0.06225680933852129,ALL_A
002157.SZ,2021-07,2021-07-30,-0.3623949579831931,-0.11869747899159644,ALL_A
002437.SZ,2017-05,2017-05-31,-0.3623072910222601,-0.035190615835777095,ALL_A
002586.SZ,2018-02,2018-02-28,-0.3614566502319825,-0.12392638036809822,ALL_A
002215.SZ,2011-09,2011-09-30,-0.36143045647846617,-0.15969899665551845,ALL_A
002099.SZ,2012-07,2012-07-31,-0.3607188703465981,-0.034659820282413434,ALL_A
600620.SH,2011-08,2011-08-31,-0.36024844720496896,-0.10144927536231896,ALL_A
600754.SH,2023-08,2023-08-31,-0.3599012576944859,-0.05138852841941355,TOP500
000008.SZ,2018-04,2018-04-16,-0.3596458439030662,-0.08485856905158073,ALL_A
603826.SH,2024-03,2024-03-29,-0.3594228575769758,-0.0913033553983108,ALL_A
603798.SH,2017-11,2017-11-30,-0.3586799163630877,-0.054492753623188395,ALL_A
002172.SZ,2011-11,2011-11-30,-0.35856573705179273,-0.3207171314741035,ALL_A
002319.SZ,2019-01,2019-01-31,-0.3584905660377359,-0.23270440251572322,ALL_A
000533.SZ,2018-04,2018-04-27,-0.3583190172811228,-0.21387283236994226,ALL_A
000969.SZ,2012-06,2012-06-29,-0.357821151536839,-0.060506950122649394,TOP500
600546.SH,2012-08,2012-08-31,-0.35774316858019817,-0.052746057640021715,TOP300
002622.SZ,2018-05,2018-05-31,-0.3571428571428572,-0.1785714285714286,ALL_A
000858.SZ,2012-11,2012-11-30,-0.3571397353320025,-0.13570634037819806,TOP100
300244.SZ,2017-12,2017-12-29,-0.3571356139726096,-0.08171041490262487,ALL_A
003037.SZ,2024-01,2024-01-31,-0.35689460743534296,-0.2813487881981033,ALL_A
600531.SH,2013-04,2013-04-26,-0.35682906186175956,-0.034168564920273425,ALL_A
600463.SH,2017-12,2017-12-29,-0.3563060153659722,-0.03139013452914785,ALL_A
600261.SH,2017-05,2017-05-31,-0.3558117783241045,-0.017713365539452575,ALL_A
688021.SH,2024-01,2024-01-31,-0.3557441253263708,-0.3988250652741515,ALL_A
300135.SZ,2017-10,2017-10-31,-0.3556570265015233,-0.14883720930232547,ALL_A
600348.SH,2013-06,2013-06-28,-0.3556151564918416,-0.10619469026548656,TOP300
000009.SZ,2018-01,2018-01-31,-0.3555060973380727,-0.16403785488959,ALL_A
300235.SZ,2017-06,2017-06-30,-0.35476046088538504,-0.10976349302607635,ALL_A
300244.SZ,2024-01,2024-01-31,-0.3546491730842143,-0.12284730195177973,ALL_A
002049.SZ,2023-02,2023-02-28,-0.354463480613165,-0.10730387736699731,TOP300
000930.SZ,2011-09,2011-09-30,-0.35435071653528316,-0.07765451664025347,ALL_A
601111.SH,2011-09,2011-09-30,-0.35406157463208476,-0.04580152671755733,TOP100
600260.SH,2021-07,2021-07-30,-0.35371179039301315,-0.35371179039301315,ALL_A
002219.SZ,2018-07,2018-07-31,-0.3534883720930233,-0.30928105108886716,ALL_A
000676.SZ,2011-11,2011-11-30,-0.3532219570405729,-0.31264916467780446,ALL_A
300337.SZ,2018-05,2018-05-31,-0.35312277578434925,-0.12234910277324629,ALL_A
600617.SH,2018-01,2018-01-31,-0.35302390998593536,-0.09704641350210963,ALL_A
000983.SZ,2013-06,2013-06-28,-0.3529109958954417,-0.12745098039215685,TOP300
600478.SH,2018-01,2018-01-31,-0.3525741029641186,-0.13416536661466472,ALL_A
000869.SZ,2012-08,2012-08-31,-0.35244276017976006,-0.11983967935871742,TOP100
002021.SZ,2017-11,2017-11-30,-0.3523421588594705,-0.17515274949083515,ALL_A
000518.SZ,2018-04,2018-04-27,-0.3521897810218979,-0.07846715328467158,ALL_A
002211.SZ,2021-04,2021-04-30,-0.3516483516483516,-0.03516483516483526,ALL_A
300255.SZ,2017-12,2017-12-29,-0.3513044812209509,-0.03791469194312802,ALL_A
002184.SZ,2011-09,2011-09-30,-0.3510642248290994,-0.10034602076124566,ALL_A
300464.SZ,2017-07,2017-07-31,-0.3509749303621169,-0.05199628597957273,ALL_A
000410.SZ,2011-10,2011-10-31,-0.35083839740793044,-0.10011001100110006,ALL_A
002296.SZ,2017-05,2017-05-31,-0.3507604562737642,-0.14448669201520903,ALL_A
600301.SH,2017-05,2017-05-31,-0.3504566210045662,-0.08447488584474894,ALL_A
002417.SZ,2018-01,2018-01-31,-0.35027726432532347,-0.11090573012939009,ALL_A
002496.SZ,2018-03,2018-03-30,-0.3501851569876975,-0.28605200945626486,ALL_A
300358.SZ,2023-12,2023-12-29,-0.3497213406718753,-0.24205607476635516,ALL_A
000521.SZ,2017-11,2017-11-30,-0.34959321122471654,-0.03288201160541582,ALL_A
300467.SZ,2018-09,2018-09-28,-0.3495901639344262,-0.17991803278688523,ALL_A
600421.SH,2024-01,2024-01-31,-0.34944237918215615,-0.4052044609665427,ALL_A
600169.SH,2017-11,2017-11-30,-0.3492957746478873,-0.0591549295774646,ALL_A
002625.SZ,2018-01,2018-01-31,-0.3491272862473821,-0.09696213066999593,TOP300
600526.SH,2018-03,2018-03-30,-0.34883720930232553,-0.08397932816537468,ALL_A
002485.SZ,2012-07,2012-07-31,-0.3486424595921217,-0.07543103448275856,ALL_A
601898.SH,2012-06,2012-06-29,-0.3482536526324891,-0.04780361757105944,TOP100
002930.SZ,2024-01,2024-01-31,-0.34822463454024166,-0.16571790006325127,ALL_A
603011.SH,2018-02,2018-02-28,-0.3479057960795373,-0.16428571428571437,ALL_A
603322.SH,2021-04,2021-04-30,-0.34779240898528274,-0.01936483346243223,ALL_A
300639.SZ,2023-04,2023-04-28,-0.34722571845052375,-0.061433447098976246,ALL_A
601618.SH,2011-08,2011-08-31,-0.3471337579617835,-0.03821656050955413,TOP100
601699.SH,2013-06,2013-06-28,-0.3469098704231822,-0.07500409842545575,TOP300
600565.SH,2017-11,2017-11-30,-0.3462722667102468,-0.10574712643678152,ALL_A
600428.SH,2011-09,2011-09-30,-0.3461953761019181,-0.03738317757009346,TOP500
002259.SZ,2018-06,2018-06-29,-0.34615384615384626,-0.08653846153846156,ALL_A
000692.SZ,2018-01,2018-01-31,-0.34615384615384603,-0.16346153846153844,ALL_A
600218.SH,2017-11,2017-11-30,-0.3461504541846725,-0.09934640522875837,ALL_A
601012.SH,2023-05,2023-05-31,-0.34613856071515214,-0.06280360860513534,TOP100
002339.SZ,2017-07,2017-07-31,-0.3460962202317035,-0.06299212598425197,ALL_A
000875.SZ,2017-11,2017-11-30,-0.34586466165413543,-0.04260651629072698,ALL_A
600580.SH,2011-09,2011-09-30,-0.3458490128299413,-0.05908419497784334,ALL_A
603088.SH,2018-02,2018-02-28,-0.345634918161425,-0.17120894479385051,ALL_A
605369.SH,2023-03,2023-03-31,-0.3456184024899954,-0.2225421045055419,ALL_A
300506.SZ,2023-12,2023-12-29,-0.3455284552845528,-0.2682926829268292,ALL_A
600593.SH,2020-12,2020-12-31,-0.34545454545454546,-0.0235294117647058,ALL_A
300140.SZ,2018-01,2018-01-31,-0.34527009191516844,-0.18770491803278688,ALL_A
600769.SH,2017-11,2017-11-30,-0.34518518518518515,-0.15111111111111108,ALL_A
002699.SZ,2018-09,2018-09-28,-0.34482758620689646,-0.3770114942528735,ALL_A
600273.SH,2011-07,2011-07-29,-0.3442808607021517,-0.16647791619479047,ALL_A
603585.SH,2023-06,2023-06-30,-0.34408602150537637,-0.05576656670066549,ALL_A
002419.SZ,2012-04,2012-04-27,-0.34375852121278805,-0.06178643384822036,TOP300
600435.SH,2011-08,2011-08-31,-0.34324065196548414,-0.11888782358581018,ALL_A
002485.SZ,2018-11,2018-11-30,-0.34312465177034224,-0.2336548767416935,ALL_A
600261.SH,2017-11,2017-11-30,-0.34283478672253986,-0.019157088122605415,ALL_A
601127.SH,2019-05,2019-05-31,-0.34280978809762763,-0.05881850101154651,ALL_A
603007.SH,2021-01,2021-01-29,-0.3417681361342504,-0.09014675052410892,ALL_A
300011.SZ,2011-07,2011-07-29,-0.340930319447039,-0.12092624356775294,ALL_A
002024.SZ,2011-11,2011-11-30,-0.3408558521919427,-0.1091510474090408,TOP100
600731.SH,2017-11,2017-11-30,-0.3406292749658002,-0.07934336525307795,ALL_A
600706.SH,2018-02,2018-02-28,-0.3398058252427184,-0.052541404911479184,ALL_A
300440.SZ,2018-01,2018-01-31,-0.3396744312192612,-0.11451247165532874,ALL_A
300155.SZ,2017-05,2017-05-31,-0.3392307682682212,-0.1536523929471033,ALL_A
000622.SZ,2024-01,2024-01-31,-0.3390804597701149,-0.40517241379310354,ALL_A
600291.SH,2011-11,2011-11-30,-0.3388535031847133,-0.2242038216560509,ALL_A
300040.SZ,2018-01,2018-01-31,-0.3386984103441615,-0.07632600258732225,ALL_A
002284.SZ,2011-09,2011-09-30,-0.337956847203875,-0.09652076318742986,ALL_A
600063.SH,2017-11,2017-11-30,-0.33795227820729845,-0.0489690721649485,ALL_A
603023.SH,2017-05,2017-05-31,-0.33769195028484045,-0.04945598417408503,ALL_A
600435.SH,2018-01,2018-01-31,-0.3375403628896755,-0.20017793594306044,ALL_A
600258.SH,2023-06,2023-06-30,-0.33691630050255017,-0.0073878627968337884,ALL_A
600983.SH,2017-10,2017-10-31,-0.3369014987512098,-0.08845208845208852,ALL_A
300324.SZ,2018-11,2018-11-30,-0.3368010403120937,-0.2834850455136543,ALL_A
002553.SZ,2017-11,2017-11-30,-0.3367202816366972,-0.03370786516853941,ALL_A
000626.SZ,2005-09,2005-09-30,-0.3365906623235614,-0.1606948968512486,TOP500
002615.SZ,2018-01,2018-01-31,-0.336534619978767,-0.16293532338308447,ALL_A
000553.SZ,2011-09,2011-09-30,-0.3362701908957416,-0.06020558002936849,ALL_A
600719.SH,2018-01,2018-01-31,-0.33616298811544976,-0.195246179966044,ALL_A
002173.SZ,2018-10,2018-10-31,-0.3360946745562129,-0.053254437869822424,ALL_A
002793.SZ,2023-06,2023-06-30,-0.33580705009276435,-0.15584415584415579,ALL_A
000820.SZ,2024-04,2024-04-30,-0.3355932203389831,-0.12542372881355945,ALL_A
601788.SH,2017-12,2017-12-29,-0.33419104169388625,-0.0029784065524943726,TOP300
002205.SZ,2017-11,2017-11-30,-0.33408639816700825,-0.12598013591217982,ALL_A
600785.SH,2012-07,2012-07-31,-0.3338998408795363,-0.05456852791878164,ALL_A
300108.SZ,2018-10,2018-10-31,-0.33384853168469864,-0.10973724884080371,ALL_A
600775.SH,2017-11,2017-11-30,-0.3338444621546097,-0.08523409363745504,ALL_A
300138.SZ,2023-10,2023-10-31,-0.3332817854032539,-0.0451183431952662,ALL_A
300003.SZ,2011-05,2011-05-31,-0.3329401674333071,-0.08780732563973914,TOP300
600379.SH,2017-07,2017-07-31,-0.3327995659279944,-0.05786618444846303,ALL_A
300358.SZ,2023-10,2023-10-31,-0.3325188874916625,-0.0719360568383659,ALL_A
920370.BJ,2022-02,2022-02-28,-0.3324883900556084,-0.11363636363636376,ALL_A
000488.SZ,2011-09,2011-09-30,-0.33233474019534925,-0.02777777777777779,TOP500
600775.SH,2017-05,2017-05-31,-0.3317966584743661,-0.06118355065195602,ALL_A
601126.SH,2017-12,2017-12-29,-0.3316908016491227,-0.03575989782886335,ALL_A
002498.SZ,2017-11,2017-11-30,-0.3316250218345933,-0.05900621118012428,ALL_A
000570.SZ,2017-11,2017-11-30,-0.33070930567559775,-0.09572649572649561,ALL_A
688357.SH,2024-01,2024-01-31,-0.3305062246618592,-0.15588972431077697,ALL_A
000702.SZ,2017-07,2017-07-31,-0.33034714445688684,-0.12094064949608063,ALL_A
600767.SH,2017-04,2017-04-28,-0.3302540415704388,-0.18822170900692836,ALL_A
002085.SZ,2018-03,2018-03-02,-0.3299854337145324,-0.3029814665592264,ALL_A
000800.SZ,2011-10,2011-10-31,-0.3296032553407935,-0.12309257375381488,TOP300
000590.SZ,2018-02,2018-02-28,-0.3295254833040423,-0.10808435852372589,ALL_A
002260.SZ,2011-11,2011-11-30,-0.32946863459580156,-0.35068153655514256,ALL_A
300269.SZ,2018-06,2018-06-29,-0.32924961715160805,-0.06584992343032159,ALL_A
300427.SZ,2023-05,2023-05-31,-0.3292181069958847,-0.07681755829903958,ALL_A
002541.SZ,2023-11,2023-11-30,-0.32907701596683303,-0.1645516074450084,ALL_A
600109.SH,2017-10,2017-10-31,-0.32871120499902184,-0.01951672862453535,TOP300
600037.SH,2017-12,2017-12-29,-0.32846066107996896,-0.03772132409545803,ALL_A
002584.SZ,2018-06,2018-06-29,-0.32795698924731187,-0.10887096774193561,ALL_A
000668.SZ,2024-04,2024-04-30,-0.3278236914600551,-0.3112947658402204,ALL_A
603979.SH,2017-10,2017-10-31,-0.327533172981631,-0.12026913372581982,ALL_A
600749.SH,2018-02,2018-02-28,-0.32746478873239426,-0.1563380281690141,ALL_A
002029.SZ,2012-10,2012-10-31,-0.3271346564162553,-0.18798665183537266,TOP500
000783.SZ,2017-12,2017-12-29,-0.3268767529630261,-0.021601016518424276,TOP300
000837.SZ,2017-11,2017-11-30,-0.3268292682926831,-0.039024390243902585,ALL_A
600734.SH,2011-11,2011-11-30,-0.3263598326359832,-0.29707112970711314,ALL_A
600753.SH,2024-01,2024-01-31,-0.3263157894736841,-0.39868421052631575,ALL_A
920819.BJ,2023-08,2023-08-31,-0.32584613553471675,-0.02564102564102566,ALL_A
300287.SZ,2018-08,2018-08-31,-0.3256637168141593,-0.06902654867256652,ALL_A
000826.SZ,2018-06,2018-06-29,-0.3255148741418765,-0.08352402745995435,TOP500
002502.SZ,2017-05,2017-05-11,-0.3254309535610225,-0.043209876543209846,ALL_A
002187.SZ,2011-09,2011-09-30,-0.32540749345429076,-0.06594202898550727,ALL_A
002568.SZ,2017-11,2017-11-30,-0.32513643954966887,-0.07569141193595341,ALL_A
603199.SH,2018-01,2018-01-31,-0.325015678318502,-0.07056145675265546,ALL_A
600664.SH,2017-04,2017-04-28,-0.3248454755719753,-0.15347334410339253,ALL_A
603826.SH,2024-05,2024-05-31,-0.3247439251230001,-0.07607607607607603,ALL_A
601218.SH,2017-11,2017-11-30,-0.3246429320616028,-0.06702412868632701,ALL_A
600780.SH,2017-11,2017-11-30,-0.32454361054766734,-0.07910750507099384,ALL_A
000400.SZ,2017-12,2017-12-29,-0.32440360958690717,-0.09780136467020462,ALL_A
000612.SZ,2011-11,2011-11-30,-0.323134328358209,-0.25671641791044764,ALL_A
600127.SH,2017-11,2017-11-30,-0.3215859030837005,-0.03524229074889862,ALL_A
002361.SZ,2017-11,2017-11-30,-0.32145936981757883,-0.034782608695652195,ALL_A
300050.SZ,2017-11,2017-11-30,-0.32119131905084575,-0.06892230576441116,ALL_A
002721.SZ,2020-04,2020-04-30,-0.321078431372549,-0.125,ALL_A
002491.SZ,2018-07,2018-07-31,-0.3209272234056716,-0.108108108108108,ALL_A
600573.SH,2011-09,2011-09-30,-0.31919589774078483,-0.009512485136742077,ALL_A
000669.SZ,2018-01,2018-01-31,-0.3190993266383896,-0.18986384266263234,ALL_A
002147.SZ,2011-12,2011-12-30,-0.31908011023472393,-0.13411764705882356,ALL_A
000533.SZ,2011-09,2011-09-30,-0.31899641577060944,-0.09498207885304677,ALL_A
002539.SZ,2017-05,2017-05-31,-0.31878920335573846,-0.04260651629072687,ALL_A
002017.SZ,2017-05,2017-05-31,-0.3187754434534761,-0.05418250950570336,ALL_A
603199.SH,2017-11,2017-11-30,-0.3183136651917623,-0.098901098901099,ALL_A
