date,eligible_count,n_signal,open_positions,n_entries,n_exits,invested_pct
2006-08-03,2,0,2,1,0,0.5970565433144345
2006-08-04,2,1,2,0,0,0.5922656290482867
2006-08-07,2,2,2,1,0,0.7933139277194149
2006-08-08,2,0,2,1,0,0.9998886082285764
2006-08-09,2,0,2,0,0,0.999888568793044
2006-08-10,2,0,2,0,0,0.9998900745277276
2006-08-11,2,0,2,0,0,0.9998900414628995
2006-08-14,2,0,2,0,0,0.9998883734102422
2006-08-15,2,0,2,0,0,0.9998896936014943
2006-08-16,2,0,2,0,0,0.9998911557059066
2006-08-17,2,0,2,0,0,0.9998901033131077
2006-08-18,2,0,1,0,1,0.5944496773533338
2006-08-21,2,0,1,0,0,0.5938721113428638
2006-08-22,2,0,0,0,1,0.0
2006-08-23,2,0,0,0,0,0.0
2006-08-24,2,0,0,0,0,0.0
2006-08-25,2,0,0,0,0,0.0
2006-08-28,2,0,0,0,0,0.0
2006-08-29,2,0,0,0,0,0.0
2006-08-30,2,0,0,0,0,0.0
2006-08-31,2,0,0,0,0,0.0
2006-09-01,2,0,0,0,0,0.0
2006-09-04,2,0,0,0,0,0.0
2006-09-05,2,0,0,0,0,0.0
2006-09-06,1,0,0,0,0,0.0
2006-09-07,1,0,0,0,0,0.0
2006-09-08,1,0,0,0,0,0.0
2006-09-11,1,0,0,0,0,0.0
2006-09-12,1,0,0,0,0,0.0
2006-09-13,1,0,0,0,0,0.0
2006-09-14,1,0,0,0,0,0.0
2006-09-15,1,0,0,0,0,0.0
2006-09-18,1,0,0,0,0,0.0
2006-09-19,1,0,0,0,0,0.0
2006-09-20,1,0,0,0,0,0.0
2006-09-21,1,0,0,0,0,0.0
2006-09-22,1,0,0,0,0,0.0
2006-09-25,1,0,0,0,0,0.0
2006-09-26,1,0,0,0,0,0.0
2006-09-27,1,0,0,0,0,0.0
2006-09-28,1,0,0,0,0,0.0
2006-09-29,1,0,0,0,0,0.0
2006-10-09,1,0,0,0,0,0.0
2006-10-10,1,0,0,0,0,0.0
2006-10-11,1,0,0,0,0,0.0
2006-10-12,1,0,0,0,0,0.0
2006-10-13,1,0,0,0,0,0.0
2006-10-16,1,0,0,0,0,0.0
2006-10-17,1,0,0,0,0,0.0
2006-10-18,1,0,0,0,0,0.0
2006-10-19,1,0,0,0,0,0.0
2006-10-20,1,0,0,0,0,0.0
2006-10-23,1,0,0,0,0,0.0
2006-10-24,1,0,0,0,0,0.0
2006-10-25,1,0,0,0,0,0.0
2006-10-26,1,0,0,0,0,0.0
2006-10-27,1,0,0,0,0,0.0
2006-10-30,1,0,0,0,0,0.0
2006-10-31,1,0,0,0,0,0.0
2006-11-01,1,0,0,0,0,0.0
2006-11-02,1,0,0,0,0,0.0
2006-11-03,1,0,0,0,0,0.0
2006-11-06,1,0,0,0,0,0.0
2006-11-07,1,0,0,0,0,0.0
2006-11-08,1,0,0,0,0,0.0
2006-11-09,1,0,0,0,0,0.0
2006-11-10,1,0,0,0,0,0.0
2006-11-13,1,0,0,0,0,0.0
2006-11-14,1,0,0,0,0,0.0
2006-11-15,1,0,0,0,0,0.0
2006-11-16,1,0,0,0,0,0.0
2006-11-17,1,0,0,0,0,0.0
2006-11-20,1,0,0,0,0,0.0
2006-11-21,1,0,0,0,0,0.0
2006-11-22,1,0,0,0,0,0.0
2006-11-23,1,0,0,0,0,0.0
2006-11-24,1,0,0,0,0,0.0
2006-11-27,1,0,0,0,0,0.0
2006-11-28,1,0,0,0,0,0.0
2006-11-29,1,0,0,0,0,0.0
2006-11-30,1,0,0,0,0,0.0
2006-12-01,1,0,0,0,0,0.0
2006-12-04,2,0,0,0,0,0.0
2006-12-05,2,0,0,0,0,0.0
2006-12-06,2,0,0,0,0,0.0
2006-12-07,2,0,0,0,0,0.0
2006-12-08,2,0,0,0,0,0.0
2006-12-11,2,0,0,0,0,0.0
2006-12-12,2,0,0,0,0,0.0
2006-12-13,2,0,0,0,0,0.0
2006-12-14,2,0,0,0,0,0.0
2006-12-15,2,0,0,0,0,0.0
2006-12-18,2,0,0,0,0,0.0
2006-12-19,2,0,0,0,0,0.0
2006-12-20,2,0,0,0,0,0.0
2006-12-21,2,0,0,0,0,0.0
2006-12-22,2,0,0,0,0,0.0
2006-12-25,2,0,0,0,0,0.0
2006-12-26,2,0,0,0,0,0.0
2006-12-27,2,0,0,0,0,0.0
2006-12-28,2,0,0,0,0,0.0
2006-12-29,2,0,0,0,0,0.0
2007-01-04,2,0,0,0,0,0.0
2007-01-05,2,0,0,0,0,0.0
2007-01-08,2,0,0,0,0,0.0
2007-01-09,2,0,0,0,0,0.0
2007-01-10,2,0,0,0,0,0.0
2007-01-11,2,0,0,0,0,0.0
2007-01-12,2,0,0,0,0,0.0
2007-01-15,2,0,0,0,0,0.0
2007-01-16,2,0,0,0,0,0.0
2007-01-17,2,0,0,0,0,0.0
2007-01-18,2,0,0,0,0,0.0
2007-01-19,2,0,0,0,0,0.0
2007-01-22,2,0,0,0,0,0.0
2007-01-23,2,0,0,0,0,0.0
2007-01-24,2,0,0,0,0,0.0
2007-01-25,2,0,0,0,0,0.0
2007-01-26,2,0,0,0,0,0.0
2007-01-29,2,0,0,0,0,0.0
2007-01-30,2,0,0,0,0,0.0
2007-01-31,2,0,0,0,0,0.0
2007-02-01,2,0,0,0,0,0.0
2007-02-02,2,0,0,0,0,0.0
2007-02-05,2,0,0,0,0,0.0
2007-02-06,2,0,0,0,0,0.0
2007-02-07,2,0,0,0,0,0.0
2007-02-08,2,0,0,0,0,0.0
2007-02-09,2,0,0,0,0,0.0
2007-02-12,2,0,0,0,0,0.0
2007-02-13,2,0,0,0,0,0.0
2007-02-14,2,0,0,0,0,0.0
2007-02-15,3,0,0,0,0,0.0
2007-02-16,3,0,0,0,0,0.0
2007-02-26,3,0,0,0,0,0.0
2007-02-27,3,0,0,0,0,0.0
2007-02-28,3,0,0,0,0,0.0
2007-03-01,3,0,0,0,0,0.0
2007-03-02,3,0,0,0,0,0.0
2007-03-05,3,0,0,0,0,0.0
2007-03-06,3,0,0,0,0,0.0
2007-03-07,3,0,0,0,0,0.0
2007-03-08,3,0,0,0,0,0.0
2007-03-09,3,0,0,0,0,0.0
2007-03-12,3,0,0,0,0,0.0
2007-03-13,3,0,0,0,0,0.0
2007-03-14,3,0,0,0,0,0.0
2007-03-15,3,0,0,0,0,0.0
2007-03-16,3,0,0,0,0,0.0
2007-03-19,3,0,0,0,0,0.0
2007-03-20,3,0,0,0,0,0.0
2007-03-21,3,0,0,0,0,0.0
2007-03-22,3,0,0,0,0,0.0
2007-03-23,3,0,0,0,0,0.0
2007-03-26,3,0,0,0,0,0.0
2007-03-27,3,0,0,0,0,0.0
2007-03-28,3,0,0,0,0,0.0
2007-03-29,3,0,0,0,0,0.0
2007-03-30,3,0,0,0,0,0.0
2007-04-02,3,0,0,0,0,0.0
2007-04-03,3,0,0,0,0,0.0
2007-04-04,3,0,0,0,0,0.0
2007-04-05,3,0,0,0,0,0.0
2007-04-06,3,0,0,0,0,0.0
2007-04-09,3,0,0,0,0,0.0
2007-04-10,3,0,0,0,0,0.0
2007-04-11,3,0,0,0,0,0.0
2007-04-12,3,0,0,0,0,0.0
2007-04-13,3,0,0,0,0,0.0
2007-04-16,3,0,0,0,0,0.0
2007-04-17,3,0,0,0,0,0.0
2007-04-18,4,0,0,0,0,0.0
2007-04-19,4,0,0,0,0,0.0
2007-04-20,4,0,0,0,0,0.0
2007-04-23,4,0,0,0,0,0.0
2007-04-24,4,0,0,0,0,0.0
2007-04-25,4,0,0,0,0,0.0
2007-04-26,4,0,0,0,0,0.0
2007-04-27,4,0,0,0,0,0.0
2007-04-30,4,0,0,0,0,0.0
2007-05-08,4,0,0,0,0,0.0
2007-05-09,4,0,0,0,0,0.0
2007-05-10,4,0,0,0,0,0.0
2007-05-11,4,0,0,0,0,0.0
2007-05-14,4,0,0,0,0,0.0
2007-05-15,4,0,0,0,0,0.0
2007-05-16,4,0,0,0,0,0.0
2007-05-17,4,0,0,0,0,0.0
2007-05-18,4,0,0,0,0,0.0
2007-05-21,4,0,0,0,0,0.0
2007-05-22,4,0,0,0,0,0.0
2007-05-23,4,0,0,0,0,0.0
2007-05-24,4,0,0,0,0,0.0
2007-05-25,4,0,0,0,0,0.0
2007-05-28,4,0,0,0,0,0.0
2007-05-29,4,0,0,0,0,0.0
2007-05-30,4,0,0,0,0,0.0
2007-05-31,4,0,0,0,0,0.0
2007-06-01,4,0,0,0,0,0.0
2007-06-04,4,1,0,0,0,0.0
2007-06-05,4,0,1,1,0,0.20606864116002419
2007-06-06,4,0,1,0,0,0.20734873965636272
2007-06-07,4,0,1,0,0,0.21313404161019503
2007-06-08,4,0,1,0,0,0.21424079582113498
2007-06-11,4,0,1,0,0,0.21619513665371617
2007-06-12,4,0,0,0,1,0.0
2007-06-13,4,0,0,0,0,0.0
2007-06-14,4,0,0,0,0,0.0
2007-06-15,4,0,0,0,0,0.0
2007-06-18,4,0,0,0,0,0.0
2007-06-19,4,0,0,0,0,0.0
2007-06-20,4,0,0,0,0,0.0
2007-06-21,4,0,0,0,0,0.0
2007-06-22,4,0,0,0,0,0.0
2007-06-25,4,0,0,0,0,0.0
2007-06-26,4,0,0,0,0,0.0
2007-06-27,4,0,0,0,0,0.0
2007-06-28,4,0,0,0,0,0.0
2007-06-29,4,0,0,0,0,0.0
2007-07-02,4,0,0,0,0,0.0
2007-07-03,4,0,0,0,0,0.0
2007-07-04,4,0,0,0,0,0.0
2007-07-05,4,3,0,0,0,0.0
2007-07-06,4,0,3,3,0,0.587071871236395
2007-07-09,4,0,3,0,0,0.5949084127598173
2007-07-10,4,0,2,0,1,0.3936655087178628
2007-07-11,4,0,2,0,0,0.3922676687274727
2007-07-12,4,0,2,0,0,0.39352356709511455
2007-07-13,4,0,2,0,0,0.393200879152441
2007-07-16,4,0,2,0,0,0.3860596044412519
2007-07-17,4,0,2,0,0,0.39020672494422365
2007-07-18,4,0,2,0,0,0.3911679777135076
2007-07-19,4,0,2,0,0,0.3901338671802779
2007-07-20,4,0,0,0,2,0.0
2007-07-23,4,0,0,0,0,0.0
2007-07-24,4,0,0,0,0,0.0
2007-07-25,4,0,0,0,0,0.0
2007-07-26,4,0,0,0,0,0.0
2007-07-27,4,0,0,0,0,0.0
2007-07-30,4,0,0,0,0,0.0
2007-07-31,4,0,0,0,0,0.0
2007-08-01,4,0,0,0,0,0.0
2007-08-02,4,0,0,0,0,0.0
2007-08-03,4,0,0,0,0,0.0
2007-08-06,4,0,0,0,0,0.0
2007-08-07,4,0,0,0,0,0.0
2007-08-08,4,0,0,0,0,0.0
2007-08-09,4,0,0,0,0,0.0
2007-08-10,4,0,0,0,0,0.0
2007-08-13,4,0,0,0,0,0.0
2007-08-14,4,0,0,0,0,0.0
2007-08-15,4,0,0,0,0,0.0
2007-08-16,4,0,0,0,0,0.0
2007-08-17,4,0,0,0,0,0.0
2007-08-20,4,0,0,0,0,0.0
2007-08-21,4,0,0,0,0,0.0
2007-08-22,4,0,0,0,0,0.0
2007-08-23,4,0,0,0,0,0.0
2007-08-24,4,0,0,0,0,0.0
2007-08-27,4,0,0,0,0,0.0
2007-08-28,4,0,0,0,0,0.0
2007-08-29,4,0,0,0,0,0.0
2007-08-30,4,0,0,0,0,0.0
2007-08-31,4,0,0,0,0,0.0
2007-09-03,4,0,0,0,0,0.0
2007-09-04,4,0,0,0,0,0.0
2007-09-05,4,0,0,0,0,0.0
2007-09-06,4,0,0,0,0,0.0
2007-09-07,4,0,0,0,0,0.0
2007-09-10,4,0,0,0,0,0.0
2007-09-11,4,0,0,0,0,0.0
2007-09-12,4,0,0,0,0,0.0
2007-09-13,4,0,0,0,0,0.0
2007-09-14,4,0,0,0,0,0.0
2007-09-17,4,0,0,0,0,0.0
2007-09-18,4,0,0,0,0,0.0
2007-09-19,4,0,0,0,0,0.0
2007-09-20,4,0,0,0,0,0.0
2007-09-21,4,0,0,0,0,0.0
2007-09-24,4,0,0,0,0,0.0
2007-09-25,5,0,0,0,0,0.0
2007-09-26,5,0,0,0,0,0.0
2007-09-27,5,0,0,0,0,0.0
2007-09-28,5,0,0,0,0,0.0
2007-10-08,5,0,0,0,0,0.0
2007-10-09,5,0,0,0,0,0.0
2007-10-10,5,0,0,0,0,0.0
2007-10-11,5,0,0,0,0,0.0
2007-10-12,5,0,0,0,0,0.0
2007-10-15,5,0,0,0,0,0.0
2007-10-16,5,0,0,0,0,0.0
2007-10-17,5,0,0,0,0,0.0
2007-10-18,5,0,0,0,0,0.0
2007-10-19,5,0,0,0,0,0.0
2007-10-22,5,0,0,0,0,0.0
2007-10-23,5,0,0,0,0,0.0
2007-10-24,5,0,0,0,0,0.0
2007-10-25,5,1,0,0,0,0.0
2007-10-26,5,1,1,1,0,0.18645696225065947
2007-10-29,5,0,1,0,0,0.1889284243405207
2007-10-30,5,0,1,0,0,0.1891630187559319
2007-10-31,5,0,1,0,0,0.191734628989721
2007-11-01,5,0,1,0,0,0.1869288774929828
2007-11-02,5,0,1,0,0,0.18450450746278757
2007-11-05,5,0,1,0,0,0.1856889305041658
2007-11-06,5,0,1,0,0,0.1871646298643188
2007-11-07,5,0,1,0,0,0.1880474849685593
2007-11-08,5,4,1,0,0,0.18462310479226884
2007-11-09,5,3,3,2,0,0.5538090184577515
2007-11-12,5,5,3,0,0,0.5492153642649228
2007-11-13,5,1,3,3,0,0.9999369917620169
2007-11-14,5,0,3,0,0,0.9999396877613108
2007-11-15,5,0,3,0,0,0.9999384367279054
2007-11-16,5,0,3,0,0,0.9999377896030333
2007-11-19,5,0,3,0,0,0.9999382803615681
2007-11-20,5,0,2,0,1,0.7426986031041888
2007-11-21,5,0,2,0,0,0.7406642944200723
2007-11-22,5,0,2,0,0,0.7336711787618593
2007-11-23,5,0,2,0,0,0.73603811793056
2007-11-26,5,0,2,0,0,0.7326416999885794
2007-11-27,5,0,2,0,0,0.7305857540802777
2007-11-28,5,0,2,0,0,0.7266201289057146
2007-11-29,5,0,2,0,0,0.7356338371321597
2007-11-30,5,0,2,0,0,0.7307850437855842
2007-12-03,5,0,2,0,0,0.7323816810117422
2007-12-04,5,0,1,0,1,0.36634580003433503
2007-12-05,5,0,0,0,1,0.0
2007-12-06,5,0,0,0,0,0.0
2007-12-07,5,0,0,0,0,0.0
2007-12-10,5,0,0,0,0,0.0
2007-12-11,5,0,0,0,0,0.0
2007-12-12,5,0,0,0,0,0.0
2007-12-13,5,0,0,0,0,0.0
2007-12-14,5,0,0,0,0,0.0
2007-12-17,5,0,0,0,0,0.0
2007-12-18,5,0,0,0,0,0.0
2007-12-19,5,0,0,0,0,0.0
2007-12-20,5,0,0,0,0,0.0
2007-12-21,5,0,0,0,0,0.0
2007-12-24,5,0,0,0,0,0.0
2007-12-25,5,0,0,0,0,0.0
2007-12-26,5,0,0,0,0,0.0
2007-12-27,5,0,0,0,0,0.0
2007-12-28,5,0,0,0,0,0.0
2008-01-02,5,0,0,0,0,0.0
2008-01-03,5,0,0,0,0,0.0
2008-01-04,5,0,0,0,0,0.0
2008-01-07,5,0,0,0,0,0.0
2008-01-08,5,0,0,0,0,0.0
2008-01-09,5,0,0,0,0,0.0
2008-01-10,5,0,0,0,0,0.0
2008-01-11,5,0,0,0,0,0.0
2008-01-14,5,0,0,0,0,0.0
2008-01-15,5,0,0,0,0,0.0
2008-01-16,5,0,0,0,0,0.0
2008-01-17,5,0,0,0,0,0.0
2008-01-18,5,0,0,0,0,0.0
2008-01-21,5,0,0,0,0,0.0
2008-01-22,5,5,0,0,0,0.0
2008-01-23,5,0,3,3,0,0.5692126163063104
2008-01-24,5,0,3,0,0,0.5698868040461824
2008-01-25,5,0,3,0,0,0.5727166449947888
2008-01-28,5,3,3,0,0,0.5548535909847835
2008-01-29,5,0,3,2,0,0.9343332463364878
2008-01-30,5,0,3,0,0,0.933673437851838
2008-01-31,5,0,3,0,0,0.9329692035316947
2008-02-01,5,1,3,0,0,0.9320197534103732
2008-02-04,5,0,3,0,0,0.9378158725566885
2008-02-05,5,0,3,0,0,0.9370197924340825
2008-02-13,5,0,3,0,0,0.9355481083795826
2008-02-14,5,0,3,0,0,0.9363737017572167
2008-02-15,5,0,3,0,0,0.9355722633096232
2008-02-18,5,0,1,0,2,0.3625388042626339
2008-02-19,5,0,0,0,1,0.0
2008-02-20,5,0,0,0,0,0.0
2008-02-21,5,0,0,0,0,0.0
2008-02-22,5,0,0,0,0,0.0
2008-02-25,5,2,0,0,0,0.0
2008-02-26,5,0,2,2,0,0.3547400739053279
2008-02-27,5,0,2,0,0,0.3609056529520349
2008-02-28,5,0,2,0,0,0.35964236339783234
2008-02-29,5,0,2,0,0,0.36156694614666723
2008-03-03,5,0,1,0,1,0.18415061671482044
2008-03-04,5,0,0,0,1,0.0
2008-03-05,5,0,0,0,0,0.0
2008-03-06,5,0,0,0,0,0.0
2008-03-07,5,0,0,0,0,0.0
2008-03-10,5,1,0,0,0,0.0
2008-03-11,5,1,1,1,0,0.18098590558476849
2008-03-12,5,2,1,0,0,0.17692249482018513
2008-03-13,5,4,2,2,0,0.5314411456632702
2008-03-14,5,3,3,1,0,0.7133696453374133
2008-03-17,5,4,3,2,0,0.9997399982402863
2008-03-18,5,5,3,1,0,0.9999817819697695
2008-03-19,5,0,3,0,0,0.9999826008271239
2008-03-20,5,0,3,0,0,0.9999832808852468
2008-03-21,5,0,3,0,0,0.9999835305497761
2008-03-24,5,0,3,0,0,0.9999828224302416
2008-03-25,5,0,3,0,0,0.9999830800540321
2008-03-26,5,0,3,0,0,0.9999831177101083
2008-03-27,5,0,3,0,0,0.9999823458499433
2008-03-28,5,0,3,0,0,0.9999829015819247
2008-03-31,5,0,3,0,0,0.9999821953111377
2008-04-01,5,0,3,0,0,0.999980853367721
2008-04-02,5,0,3,0,0,0.9999802996962424
2008-04-03,5,0,3,0,0,0.9999809770207239
2008-04-07,5,0,3,0,0,0.9999820867855886
2008-04-08,5,0,2,0,1,0.7075101779653262
2008-04-09,5,0,2,0,0,0.6990585527987693
2008-04-10,5,0,2,0,0,0.7017583526613363
2008-04-11,5,0,2,0,0,0.7042319799287251
2008-04-14,5,1,2,0,0,0.6916699830881811
2008-04-15,5,0,3,1,0,0.9050648899509636
2008-04-16,5,0,3,0,0,0.9026585190442812
2008-04-17,5,2,3,0,0,0.8994007609870684
2008-04-18,5,4,3,1,0,0.9998262799874367
2008-04-21,5,1,3,0,0,0.9998276048306423
2008-04-22,5,0,3,0,0,0.9998286772899756
2008-04-23,5,0,3,0,0,0.9998363899160588
2008-04-24,5,0,0,0,3,0.0
2008-04-25,5,0,0,0,0,0.0
2008-04-28,5,0,0,0,0,0.0
2008-04-29,5,0,0,0,0,0.0
2008-04-30,5,0,0,0,0,0.0
2008-05-05,5,0,0,0,0,0.0
2008-05-06,5,0,0,0,0,0.0
2008-05-07,5,0,0,0,0,0.0
2008-05-08,5,0,0,0,0,0.0
2008-05-09,5,0,0,0,0,0.0
2008-05-12,5,0,0,0,0,0.0
2008-05-13,5,0,0,0,0,0.0
2008-05-14,5,0,0,0,0,0.0
2008-05-15,5,0,0,0,0,0.0
2008-05-16,5,0,0,0,0,0.0
2008-05-19,5,0,0,0,0,0.0
2008-05-20,5,0,0,0,0,0.0
2008-05-21,5,0,0,0,0,0.0
2008-05-22,5,0,0,0,0,0.0
2008-05-23,5,0,0,0,0,0.0
2008-05-26,5,3,0,0,0,0.0
2008-05-27,5,0,3,3,0,0.6256788799082642
2008-05-28,5,0,3,0,0,0.6317942303446124
2008-05-29,5,0,3,0,0,0.6257240492079534
2008-05-30,5,0,3,0,0,0.6277390963392242
2008-06-02,5,0,3,0,0,0.6283395780957708
2008-06-03,5,0,3,0,0,0.6277168133065433
2008-06-04,5,0,3,0,0,0.6239955590924074
2008-06-05,5,0,3,0,0,0.621565762974481
2008-06-06,5,0,3,0,0,0.6199705331655205
2008-06-10,5,5,3,0,0,0.5981277676959829
2008-06-11,5,5,3,2,0,0.9998067967374547
2008-06-12,5,5,3,0,0,0.9998031918782341
2008-06-13,5,5,3,0,0,0.9997982017952627
2008-06-16,5,1,3,0,0,0.9997971096672605
2008-06-17,5,2,3,0,0,0.999790516606777
2008-06-18,5,0,3,0,0,0.9997994080617699
2008-06-19,5,1,3,0,0,0.999783111560173
2008-06-20,5,0,3,0,0,0.9997906847951633
2008-06-23,5,0,3,0,0,0.999786065643608
2008-06-24,5,0,3,0,0,0.9997906445110095
2008-06-25,5,0,3,0,0,0.9997986668182657
2008-06-26,5,0,3,0,0,0.99979911624414
2008-06-27,5,0,3,0,0,0.9997871959499149
2008-06-30,5,0,3,0,0,0.9997856903407414
2008-07-01,5,0,3,0,0,0.9997782747397844
2008-07-02,5,0,3,0,0,0.9997780833566525
2008-07-03,5,0,3,0,0,0.9997832206190328
2008-07-04,5,0,3,0,0,0.9997820774218226
2008-07-07,5,0,1,0,2,0.42370065080511854
2008-07-08,5,0,0,0,1,0.0
2008-07-09,5,0,0,0,0,0.0
2008-07-10,5,0,0,0,0,0.0
2008-07-11,5,0,0,0,0,0.0
2008-07-14,5,0,0,0,0,0.0
2008-07-15,5,0,0,0,0,0.0
2008-07-16,5,0,0,0,0,0.0
2008-07-17,5,0,0,0,0,0.0
2008-07-18,5,0,0,0,0,0.0
2008-07-21,5,0,0,0,0,0.0
2008-07-22,5,0,0,0,0,0.0
2008-07-23,5,0,0,0,0,0.0
2008-07-24,5,0,0,0,0,0.0
2008-07-25,5,0,0,0,0,0.0
2008-07-28,5,0,0,0,0,0.0
2008-07-29,5,0,0,0,0,0.0
2008-07-30,5,0,0,0,0,0.0
2008-07-31,5,0,0,0,0,0.0
2008-08-01,5,0,0,0,0,0.0
2008-08-04,5,0,0,0,0,0.0
2008-08-05,5,2,0,0,0,0.0
2008-08-06,5,0,2,2,0,0.4862437469973485
2008-08-07,5,0,2,0,0,0.4859644808886406
2008-08-08,5,5,2,0,0,0.47225633014197177
2008-08-11,5,5,3,3,0,0.9998522729241915
2008-08-12,5,5,3,0,0,0.9998530195959716
2008-08-13,5,0,3,0,0,0.9998536833325717
2008-08-14,5,0,3,0,0,0.9998540022061337
2008-08-15,5,0,3,0,0,0.9998542298741473
2008-08-18,5,0,3,0,0,0.9998465480106596
2008-08-19,5,0,3,0,0,0.9998482514370657
2008-08-20,5,0,3,0,0,0.9998594885414896
2008-08-21,5,0,3,0,0,0.9998529057629446
2008-08-22,5,0,3,0,0,0.9998493967430007
2008-08-25,5,0,3,0,0,0.9998489075861587
2008-08-26,5,0,3,0,0,0.9998437338203262
2008-08-27,5,0,3,0,0,0.9998429487365005
2008-08-28,5,0,3,0,0,0.9998438431096117
2008-08-29,5,0,2,0,1,0.7349852909096998
2008-09-01,5,0,2,0,0,0.7274781504914123
2008-09-02,5,0,2,0,0,0.7256925582243359
2008-09-03,5,0,2,0,0,0.7236608446912071
2008-09-04,5,0,2,0,0,0.7256237163675091
2008-09-05,5,1,2,0,0,0.7202082731213318
2008-09-08,5,3,3,1,0,0.9998232679803468
2008-09-09,5,0,3,0,0,0.9998244136436911
2008-09-10,5,0,3,0,0,0.9998251570577759
2008-09-11,5,1,3,0,0,0.9998211357942087
2008-09-12,5,0,3,0,0,0.9998224998974128
2008-09-16,5,2,3,0,0,0.9998170427558427
2008-09-17,5,2,3,0,0,0.9998125101193892
2008-09-18,5,3,3,0,0,0.9998063275697355
2008-09-19,5,0,3,0,0,0.9998239293355083
2008-09-22,5,0,0,0,3,0.0
2008-09-23,5,0,0,0,0,0.0
2008-09-24,5,0,0,0,0,0.0
2008-09-25,5,0,0,0,0,0.0
2008-09-26,5,0,0,0,0,0.0
2008-10-06,5,0,0,0,0,0.0
2008-10-07,5,0,0,0,0,0.0
2008-10-08,5,0,0,0,0,0.0
2008-10-09,5,0,0,0,0,0.0
2008-10-10,5,2,0,0,0,0.0
2008-10-13,5,0,2,2,0,0.579750164139886
2008-10-14,5,1,2,0,0,0.5720342536729358
2008-10-15,5,1,2,1,0,0.8574474438818572
2008-10-16,5,2,2,0,0,0.8512835261083869
2008-10-17,5,0,3,2,0,0.9999854231285753
2008-10-20,5,0,3,0,0,0.9999859748512689
2008-10-21,5,0,3,0,0,0.9999859565677074
2008-10-22,5,0,3,0,0,0.9999858122526566
2008-10-23,5,0,3,0,0,0.9999858673402917
2008-10-24,5,0,3,0,0,0.9999856485654396
2008-10-27,5,1,3,0,0,0.9999844544197444
2008-10-28,5,0,3,0,0,0.9999850119972619
2008-10-29,5,0,3,0,0,0.999984671772902
2008-10-30,5,0,3,0,0,0.9999848850197371
2008-10-31,5,0,3,0,0,0.9999846380002755
2008-11-03,4,0,3,0,0,0.9999853750997405
2008-11-04,4,0,3,0,0,0.9999852483175716
2008-11-05,4,0,3,0,0,0.9999854306479672
2008-11-06,4,0,3,0,0,0.9999853228496459
2008-11-07,4,0,3,0,0,0.9999853945433574
2008-11-10,4,0,1,0,2,0.5906224103867703
2008-11-11,4,0,1,0,0,0.5906224103867703
2008-11-12,4,0,1,0,0,0.5906224103867703
2008-11-13,4,0,1,0,0,0.5906224103867703
2008-11-14,4,0,1,0,0,0.5906224103867703
2008-11-17,4,0,1,0,0,0.5906224103867703
2008-11-18,5,0,0,0,1,0.0
