signal_id,stock_code,stock_name,signal_date,entry_date,entry_role,close_ret_D20_pct,tier
SIG52267_2,600578,京能电力,2024-02-05,2024-02-06,ADD_ON_1,15.988880033823879,T5_赚10-25%
SIG2718_4,300108,吉药控股,2020-06-29,2020-06-30,ADD_ON_3,15.988880033823879,T5_赚10-25%
SIG39443_1,002213,大为股份,2023-04-24,2023-04-25,NEW_ENTRY,15.988880033823861,T5_赚10-25%
SIG1429_2,002378,章源钨业,2020-04-28,2020-04-29,ADD_ON_1,15.98790819570039,T5_赚10-25%
SIG27236_4,000023,,2022-09-23,2022-09-26,ADD_ON_3,15.985709206048199,T5_赚10-25%
SIG26991_3,600285,羚锐制药,2022-08-02,2022-08-03,ADD_ON_2,15.98419469618039,T5_赚10-25%
SIG12610_3,002056,横店东磁,2021-06-15,2021-06-16,ADD_ON_2,15.98360146077988,T5_赚10-25%
SIG16512_4,002992,宝明科技,2021-10-26,2021-10-27,ADD_ON_3,15.98308811931104,T5_赚10-25%
SIG19538_4,002364,中恒电气,2022-01-27,2022-01-28,ADD_ON_3,15.982724678376869,T5_赚10-25%
SIG39399_2,688598,金博股份,2023-05-31,2023-06-01,ADD_ON_1,15.98204124605424,T5_赚10-25%
SIG14081_2,603825,华扬联众,2021-07-27,2021-07-28,ADD_ON_1,15.981893187302099,T5_赚10-25%
SIG22999_3,002255,海陆重工,2022-04-27,2022-04-28,ADD_ON_2,15.98157939621356,T5_赚10-25%
SIG49637_5,688439,振华风光,2024-01-30,2024-01-31,ADD_ON_4,15.981240981241,T5_赚10-25%
SIG42191_5,002667,威领股份,2023-10-18,2023-10-19,ADD_ON_4,15.97991050045846,T5_赚10-25%
SIG49994_4,300133,华策影视,2024-01-31,2024-02-01,ADD_ON_3,15.978442158699679,T5_赚10-25%
SIG33689_2,300151,昌红科技,2022-12-21,2022-12-22,ADD_ON_1,15.97777222777223,T5_赚10-25%
SIG19145_1,603019,中科曙光,2021-12-20,2021-12-21,NEW_ENTRY,15.977252492235849,T5_赚10-25%
SIG38560_1,300937,药易购,2023-04-17,2023-04-18,NEW_ENTRY,15.97721275140633,T5_赚10-25%
SIG52503_2,688177,百奥泰,2024-01-30,2024-01-31,ADD_ON_1,15.9766599196528,T5_赚10-25%
SIG14856_1,000852,石化机械,2021-07-28,2021-07-29,NEW_ENTRY,15.97597804494357,T5_赚10-25%
SIG56879_2,603002,宏昌电子,2024-06-06,2024-06-07,ADD_ON_1,15.97597804494357,T5_赚10-25%
SIG54140_3,002530,金财互联,2024-06-03,2024-06-04,ADD_ON_2,15.97597804494357,T5_赚10-25%
SIG42368_5,002046,国机精工,2023-10-17,2023-10-18,ADD_ON_4,15.97597804494355,T5_赚10-25%
SIG28774_5,003025,思进智能,2022-09-23,2022-09-26,ADD_ON_4,15.97271403979763,T5_赚10-25%
SIG23390_5,600968,海油发展,2022-04-27,2022-04-28,ADD_ON_4,15.97098553620295,T5_赚10-25%
SIG25746_1,600415,小商品城,2022-04-26,2022-04-27,NEW_ENTRY,15.97098553620295,T5_赚10-25%
SIG60953_1,600193,创兴资源,2024-09-12,2024-09-13,NEW_ENTRY,15.97098553620295,T5_赚10-25%
SIG30332_2,002437,誉衡药业,2022-09-26,2022-09-27,ADD_ON_1,15.97098553620295,T5_赚10-25%
SIG16177_4,600178,东安动力,2021-10-28,2021-10-29,ADD_ON_3,15.970985536202932,T5_赚10-25%
SIG28754_5,002649,博彦科技,2022-09-28,2022-09-29,ADD_ON_4,15.97009547829222,T5_赚10-25%
SIG29079_4,300337,银邦股份,2022-12-22,2022-12-23,ADD_ON_3,15.969821063654848,T5_赚10-25%
SIG43303_2,000030,富奥股份,2023-10-19,2023-10-20,ADD_ON_1,15.96930201581365,T5_赚10-25%
SIG28652_5,603060,国检集团,2022-10-10,2022-10-11,ADD_ON_4,15.96868739725883,T5_赚10-25%
SIG15693_4,688165,埃夫特,2021-10-27,2021-10-28,ADD_ON_3,15.96650771908505,T5_赚10-25%
SIG6465_5,300172,中电环保,2021-02-03,2021-02-04,ADD_ON_4,15.96650771908505,T5_赚10-25%
SIG50559_2,605318,法狮龙,2024-01-19,2024-01-22,ADD_ON_1,15.96650771908503,T5_赚10-25%
SIG35115_1,301117,佳缘科技,2023-01-11,2023-01-12,NEW_ENTRY,15.96627566209316,T5_赚10-25%
SIG46555_2,600211,西藏药业,2023-10-20,2023-10-23,ADD_ON_1,15.96544810590885,T5_赚10-25%
SIG17930_1,603268,松发股份,2021-10-27,2021-10-28,NEW_ENTRY,15.965115965115961,T5_赚10-25%
SIG1729_1,300125,易世达,2020-03-19,2020-03-20,NEW_ENTRY,15.96487870653073,T5_赚10-25%
